dropoff_latitude|dropoff_longitude|DropOffKey|properties.category|properties.addresstype|properties.address.neighbourhood|properties.address.suburb
40.755527|-73.975822|24065|building|building|Midtown East|Manhattan
40.755527|-73.970535|24066|building|building|Murray Hill|Manhattan
40.755531|-73.990234|24067|building|building|Manhattan Community Board 5|Manhattan
40.755531|-73.983749|24068|place|place|Theater District|Manhattan
40.755531|-73.979645|24069|building|building|Manhattan Community Board 5|Manhattan
40.755535|-73.995422|24070|place|place|Hudson Yards|Manhattan
40.755535|-73.983521|24071|amenity|amenity|Manhattan Community Board 5|Manhattan
40.755535|-73.979294|24072|building|building|Midtown East|Manhattan
40.755535|-73.969597|24073|building|building|Manhattan Community Board 6|Manhattan
40.755543|-73.971436|24074|building|building|Murray Hill|Manhattan
40.755543|-73.967949|24075|place|place|Tudor City|Manhattan
40.755547|-74.001518|24076|office|office|Chelsea District|Manhattan
40.755547|-74.001465|24077|office|office|Chelsea District|Manhattan
40.755547|-74.001389|24078|office|office|Chelsea District|Manhattan
40.755547|-73.999153|24079|place|place|Hudson Yards|Manhattan
40.755547|-73.991524|24080|place|place|Manhattan Community Board 4|Manhattan
40.755547|-73.99131|24081|amenity|amenity|Manhattan Community Board 4|Manhattan
40.755547|-73.986145|24082|tourism|tourism||Manhattan
40.755547|-73.975571|24083|building|building|Midtown East|Manhattan
40.755547|-73.975021|24084|building|building|Midtown East|Manhattan
40.755547|-73.974716|24085|building|building|Midtown East|Manhattan
40.755547|-73.973572|24086|tourism|tourism|Midtown East|Manhattan
40.755547|-73.971939|24087|building|building|Midtown East|Manhattan
40.75555|-73.988571|24088|tourism|tourism|Theater District|Manhattan
40.75555|-73.974091|24089|building|building|Midtown East|Manhattan
40.75555|-73.973434|24090|building|building|Midtown East|Manhattan
40.755554|-74.001396|24091|office|office|Chelsea District|Manhattan
40.755554|-73.975006|24092|building|building|Midtown East|Manhattan
40.755558|-74.00164|24093|highway|road|Hudson Yards|Manhattan
40.755558|-73.99939|24094|place|place|Hudson Yards|Manhattan
40.755558|-73.999374|24095|place|place|Hudson Yards|Manhattan
40.755558|-73.998764|24096|place|place|Hudson Yards|Manhattan
40.755558|-73.986191|24097|tourism|tourism||Manhattan
40.755558|-73.983917|24098|building|building|Theater District|Manhattan
40.755558|-73.983406|24099|building|building|Manhattan Community Board 5|Manhattan
40.755558|-73.983032|24100|building|building|Manhattan Community Board 5|Manhattan
40.755558|-73.972015|24101|building|building|Midtown East|Manhattan
40.755562|-74.001602|24102|highway|road|Hudson Yards|Manhattan
40.755562|-74.001556|24103|office|office|Chelsea District|Manhattan
40.755562|-73.994774|24104|place|place|Hudson Yards|Manhattan
40.755562|-73.990829|24105|building|building|Manhattan Community Board 5|Manhattan
40.755562|-73.979858|24106|building|building|Manhattan Community Board 5|Manhattan
40.755562|-73.974823|24107|building|building|Midtown East|Manhattan
40.755562|-73.974167|24108|building|building|Midtown East|Manhattan
40.755562|-73.96228|24109|place|place|Midtown East|Manhattan
40.755566|-74.001503|24110|office|office|Chelsea District|Manhattan
40.755566|-73.994682|24111|place|place|Hudson Yards|Manhattan
40.755566|-73.986969|24112|building|building||Manhattan
40.755566|-73.975159|24113|building|building|Midtown East|Manhattan
40.755566|-73.968498|24114|building|building|Manhattan Community Board 6|Manhattan
40.755569|-74.001579|24115|office|office|Chelsea District|Manhattan
40.755569|-73.985275|24116|building|building|Theater District|Manhattan
40.755569|-73.981911|24117|office|office|Manhattan Community Board 5|Manhattan
40.755573|-74.001503|24118|office|office|Chelsea District|Manhattan
40.755573|-73.999352|24119|place|place|Hudson Yards|Manhattan
40.755573|-73.976242|24120|building|building|Midtown East|Manhattan
40.755573|-73.971237|24121|building|building|Murray Hill|Manhattan
40.755581|-74.00161|24122|office|office|Chelsea District|Manhattan
40.755581|-73.977303|24123|shop|shop|Midtown East|Manhattan
40.755581|-73.922974|24124|amenity|amenity||Queens
40.755585|-74.001526|24125|office|office|Chelsea District|Manhattan
40.755585|-73.973389|24126|tourism|tourism|Midtown East|Manhattan
40.755589|-74.001724|24127|highway|road|Hudson Yards|Manhattan
40.755589|-74.00164|24128|office|office|Chelsea District|Manhattan
40.755589|-74.001633|24129|office|office|Chelsea District|Manhattan
40.755589|-73.9916|24130|tourism|tourism|Manhattan Community Board 4|Manhattan
40.755589|-73.988083|24131|building|building|Manhattan Community Board 5|Manhattan
40.755589|-73.974457|24132|building|building|Midtown East|Manhattan
40.755589|-73.96431|24133|building|building|Midtown East|Manhattan
40.755592|-73.990669|24134|building|building|Manhattan Community Board 5|Manhattan
40.755592|-73.974251|24135|building|building|Midtown East|Manhattan
40.755592|-73.968742|24136|building|building|Midtown East|Manhattan
40.755596|-74.002243|24137|railway|railway|Hudson Yards|Manhattan
40.755596|-73.990883|24138|building|building|Manhattan Community Board 5|Manhattan
40.755596|-73.985779|24139|railway|railway|Theater District|Manhattan
40.755596|-73.970863|24140|building|building|Murray Hill|Manhattan
40.7556|-73.991013|24141|building|building|Manhattan Community Board 4|Manhattan
40.755604|-74.001648|24142|office|office|Chelsea District|Manhattan
40.755604|-73.991165|24143|place|place|Manhattan Community Board 4|Manhattan
40.755604|-73.981667|24144|building|building|Manhattan Community Board 5|Manhattan
40.755604|-73.977417|24145|shop|shop|Midtown East|Manhattan
40.755604|-73.976227|24146|building|building|Midtown East|Manhattan
40.755604|-73.974915|24147|building|building|Midtown East|Manhattan
40.755608|-73.991257|24148|amenity|amenity|Manhattan Community Board 4|Manhattan
40.755608|-73.918442|24149|place|place|Sunnyside Gardens|Queens
40.755611|-74.001656|24150|office|office|Chelsea District|Manhattan
40.755611|-73.983757|24151|place|place|Theater District|Manhattan
40.755611|-73.983139|24152|building|building|Manhattan Community Board 5|Manhattan
40.755611|-73.981743|24153|building|building|Manhattan Community Board 5|Manhattan
40.755611|-73.965157|24154|building|building|Midtown East|Manhattan
40.755615|-74.001572|24155|office|office|Chelsea District|Manhattan
40.755615|-74.001465|24156|office|office|Chelsea District|Manhattan
40.755615|-73.995628|24157|highway|road|Hudson Yards|Manhattan
40.755615|-73.99102|24158|building|building|Manhattan Community Board 4|Manhattan
40.755615|-73.990875|24159|building|building|Manhattan Community Board 5|Manhattan
40.755615|-73.974304|24160|building|building|Midtown East|Manhattan
40.755615|-73.97197|24161|building|building|Midtown East|Manhattan
40.755619|-73.990738|24162|building|building|Manhattan Community Board 5|Manhattan
40.755619|-73.965019|24163|building|building|Midtown East|Manhattan
40.755623|-73.987503|24164|building|building|Manhattan Community Board 5|Manhattan
40.755623|-73.987076|24165|building|building|Manhattan Community Board 5|Manhattan
40.755623|-73.983376|24166|building|building|Manhattan Community Board 5|Manhattan
40.755623|-73.975006|24167|building|building|Midtown East|Manhattan
40.755627|-74.001694|24168|highway|road|Hudson Yards|Manhattan
40.755627|-73.992233|24169|building|building|Manhattan Community Board 4|Manhattan
40.755627|-73.98407|24170|building|building|Theater District|Manhattan
40.755627|-73.979485|24171|building|building|Manhattan Community Board 5|Manhattan
40.755627|-73.975937|24172|building|building|Midtown East|Manhattan
40.755627|-73.975258|24173|building|building|Midtown East|Manhattan
40.755627|-73.973137|24174|building|building|Midtown East|Manhattan
40.755627|-73.971138|24175|building|building|Murray Hill|Manhattan
40.755627|-73.962227|24176|place|place|Midtown East|Manhattan
40.755627|-73.940849|24177|building|building|Queensbridge|Queens
40.75563|-74.001747|24178|highway|road|Hudson Yards|Manhattan
40.75563|-74.00174|24179|highway|road|Hudson Yards|Manhattan
40.75563|-73.993904|24180|building|building|Hudson Yards|Manhattan
40.75563|-73.991165|24181|place|place|Manhattan Community Board 4|Manhattan
40.75563|-73.990768|24182|building|building|Manhattan Community Board 5|Manhattan
40.75563|-73.990738|24183|building|building|Manhattan Community Board 5|Manhattan
40.75563|-73.98745|24184|building|building|Manhattan Community Board 5|Manhattan
40.75563|-73.987442|24185|building|building|Manhattan Community Board 5|Manhattan
40.75563|-73.98584|24186|railway|railway|Theater District|Manhattan
40.75563|-73.973831|24187|tourism|tourism|Midtown East|Manhattan
40.75563|-73.96817|24188|place|place|Midtown East|Manhattan
40.755634|-73.922867|24189|place|place|Sunnyside Gardens|Queens
40.755638|-73.996201|24190|highway|road|Hudson Yards|Manhattan
40.755638|-73.99411|24191|place|place|Hudson Yards|Manhattan
40.755638|-73.993828|24192|building|building|Hudson Yards|Manhattan
40.755638|-73.976685|24193|building|building|Midtown East|Manhattan
40.755642|-74.001717|24194|highway|road|Hudson Yards|Manhattan
40.755646|-73.995941|24195|highway|road|Hudson Yards|Manhattan
40.755646|-73.983688|24196|building|building|Manhattan Community Board 5|Manhattan
40.755646|-73.904312|24197|place|place||Queens
40.75565|-73.990456|24198|building|building|Manhattan Community Board 5|Manhattan
40.75565|-73.988075|24199|railway|railway|Theater District|Manhattan
40.75565|-73.976242|24200|building|building|Midtown East|Manhattan
40.75565|-73.975662|24201|building|building|Midtown East|Manhattan
40.755653|-74.002205|24202|railway|railway|Hudson Yards|Manhattan
40.755653|-74.001854|24203|highway|road|Hudson Yards|Manhattan
40.755653|-74.00174|24204|highway|road|Hudson Yards|Manhattan
40.755653|-73.990845|24205|building|building|Manhattan Community Board 5|Manhattan
40.755653|-73.990654|24206|building|building|Manhattan Community Board 5|Manhattan
40.755653|-73.986115|24207|building|building|Manhattan Community Board 5|Manhattan
40.755657|-74.00174|24208|highway|road|Hudson Yards|Manhattan
40.755657|-74.001686|24209|highway|road|Hudson Yards|Manhattan
40.755657|-73.991035|24210|building|building|Manhattan Community Board 4|Manhattan
40.755657|-73.972183|24211|building|building|Midtown East|Manhattan
40.755661|-74.001648|24212|office|office|Chelsea District|Manhattan
40.755661|-73.99604|24213|highway|road|Hudson Yards|Manhattan
40.755661|-73.986336|24214|building|building|Manhattan Community Board 5|Manhattan
40.755661|-73.985901|24215|railway|railway|Theater District|Manhattan
40.755661|-73.984184|24216|building|building|Theater District|Manhattan
40.755661|-73.971893|24217|building|building|Midtown East|Manhattan
40.755665|-74.001663|24218|office|office|Chelsea District|Manhattan
40.755665|-74.001381|24219|highway|highway|Hudson Yards|Manhattan
40.755669|-74.001801|24220|highway|road|Hudson Yards|Manhattan
40.755669|-73.993591|24221|building|building|Hudson Yards|Manhattan
40.755669|-73.973778|24222|tourism|tourism|Midtown East|Manhattan
40.755672|-74.00174|24223|highway|road|Hudson Yards|Manhattan
40.755672|-73.994629|24224|place|place|Hudson Yards|Manhattan
40.755672|-73.982018|24225|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755672|-73.979614|24226|building|building|Manhattan Community Board 5|Manhattan
40.755672|-73.970863|24227|building|building|Murray Hill|Manhattan
40.755676|-74.001785|24228|highway|road|Hudson Yards|Manhattan
40.755676|-74.001701|24229|highway|road|Hudson Yards|Manhattan
40.755676|-73.991028|24230|building|building|Manhattan Community Board 4|Manhattan
40.755676|-73.988251|24231|building|building|Manhattan Community Board 5|Manhattan
40.75568|-74.001953|24232|railway|railway|Hudson Yards|Manhattan
40.755684|-74.002197|24233|railway|railway|Hudson Yards|Manhattan
40.755684|-74.001869|24234|highway|road|Hudson Yards|Manhattan
40.755684|-73.979622|24235|building|building|Manhattan Community Board 5|Manhattan
40.755684|-73.975975|24236|building|building|Midtown East|Manhattan
40.755684|-73.974907|24237|building|building|Midtown East|Manhattan
40.755688|-73.991013|24238|building|building|Manhattan Community Board 4|Manhattan
40.755688|-73.986198|24239|building|building|Manhattan Community Board 5|Manhattan
40.755688|-73.983513|24240|building|building|Manhattan Community Board 5|Manhattan
40.755688|-73.981987|24241|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755692|-73.988777|24242|tourism|tourism|Theater District|Manhattan
40.755692|-73.982811|24243|building|building|Manhattan Community Board 5|Manhattan
40.755692|-73.972664|24244|place|place|Midtown East|Manhattan
40.755692|-73.885178|24245|building|building|Jackson Heights|Queens
40.755695|-74.001793|24246|highway|road|Hudson Yards|Manhattan
40.755695|-74.00177|24247|highway|road|Hudson Yards|Manhattan
40.755695|-73.998474|24248|place|place|Hudson Yards|Manhattan
40.755695|-73.998322|24249|place|place|Hudson Yards|Manhattan
40.755695|-73.992096|24250|building|building|Manhattan Community Board 4|Manhattan
40.755695|-73.984169|24251|place|place|Theater District|Manhattan
40.755695|-73.968208|24252|place|place|Midtown East|Manhattan
40.755695|-73.964714|24253|place|place|Midtown East|Manhattan
40.755699|-73.974518|24254|building|building|Midtown East|Manhattan
40.755699|-73.973076|24255|building|building|Midtown East|Manhattan
40.755703|-73.998383|24256|place|place|Hudson Yards|Manhattan
40.755703|-73.992317|24257|building|building|Manhattan Community Board 4|Manhattan
40.755707|-74.001801|24258|highway|road|Hudson Yards|Manhattan
40.755707|-73.987244|24259|building|building|Manhattan Community Board 5|Manhattan
40.755707|-73.97554|24260|building|building|Midtown East|Manhattan
40.755707|-73.966019|24261|building|building|Manhattan Community Board 6|Manhattan
40.755711|-73.99585|24262|highway|road|Hudson Yards|Manhattan
40.755711|-73.983223|24263|building|building|Manhattan Community Board 5|Manhattan
40.755711|-73.964836|24264|building|building|Midtown East|Manhattan
40.755714|-73.990898|24265|railway|railway|Manhattan Community Board 4|Manhattan
40.755718|-74.002113|24266|railway|railway|Hudson Yards|Manhattan
40.755718|-73.998299|24267|place|place|Hudson Yards|Manhattan
40.755718|-73.988327|24268|railway|railway|Theater District|Manhattan
40.755718|-73.986542|24269|building|building|Manhattan Community Board 5|Manhattan
40.755718|-73.983421|24270|building|building|Manhattan Community Board 5|Manhattan
40.755718|-73.828415|24271|highway|highway|Flushing Chinatown|Queens
40.755722|-73.986404|24272|building|building|Manhattan Community Board 5|Manhattan
40.755722|-73.96489|24273|place|place|Midtown East|Manhattan
40.755726|-73.991043|24274|building|building|Manhattan Community Board 4|Manhattan
40.755726|-73.974945|24275|building|building|Midtown East|Manhattan
40.755726|-73.965073|24276|building|building|Midtown East|Manhattan
40.755726|-73.964706|24277|place|place|Midtown East|Manhattan
40.75573|-73.999817|24278|place|place|Hudson Yards|Manhattan
40.75573|-73.983498|24279|building|building|Manhattan Community Board 5|Manhattan
40.755733|-74.001854|24280|highway|road|Hudson Yards|Manhattan
40.755733|-74.001808|24281|highway|road|Hudson Yards|Manhattan
40.755733|-73.986771|24282|building|building||Manhattan
40.755733|-73.985664|24283|building|building||Manhattan
40.755737|-73.991127|24284|building|building|Manhattan Community Board 4|Manhattan
40.755737|-73.990929|24285|railway|railway|Manhattan Community Board 4|Manhattan
40.755737|-73.987595|24286|building|building|Theater District|Manhattan
40.755737|-73.986816|24287|building|building|Manhattan Community Board 5|Manhattan
40.755737|-73.975868|24288|building|building|Midtown East|Manhattan
40.755741|-74.001892|24289|highway|road|Hudson Yards|Manhattan
40.755741|-74.001854|24290|highway|road|Hudson Yards|Manhattan
40.755741|-73.991371|24291|building|building|Manhattan Community Board 4|Manhattan
40.755741|-73.985489|24292|building|building||Manhattan
40.755741|-73.975235|24293|building|building|Midtown East|Manhattan
40.755741|-73.973396|24294|tourism|tourism|Midtown East|Manhattan
40.755745|-73.976517|24295|building|building|Midtown East|Manhattan
40.755749|-73.999802|24296|place|place|Hudson Yards|Manhattan
40.755749|-73.988007|24297|amenity|amenity|Theater District|Manhattan
40.755749|-73.983948|24298|building|building|Manhattan Community Board 5|Manhattan
40.755749|-73.982079|24299|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755749|-73.972961|24300|place|place|Midtown East|Manhattan
40.755749|-73.969055|24301|tourism|tourism|Midtown East|Manhattan
40.755749|-73.964912|24302|place|place|Midtown East|Manhattan
40.755749|-73.923836|24303|building|building|Sunnyside Gardens|Queens
40.755753|-73.990883|24304|railway|railway|Manhattan Community Board 4|Manhattan
40.755753|-73.990814|24305|railway|railway|Manhattan Community Board 5|Manhattan
40.755753|-73.990479|24306|amenity|amenity|Manhattan Community Board 5|Manhattan
40.755753|-73.968353|24307|amenity|amenity|Midtown East|Manhattan
40.75576|-73.988243|24308|building|building|Manhattan Community Board 5|Manhattan
40.75576|-73.978912|24309|place|place|Midtown East|Manhattan
40.75576|-73.977272|24310|building|building|Midtown East|Manhattan
40.75576|-73.971169|24311|building|building|Murray Hill|Manhattan
40.75576|-73.964958|24312|place|place|Midtown East|Manhattan
40.755764|-73.991074|24313|building|building|Manhattan Community Board 4|Manhattan
40.755764|-73.983719|24314|building|building|Manhattan Community Board 5|Manhattan
40.755764|-73.981911|24315|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755768|-74.001831|24316|highway|road|Hudson Yards|Manhattan
40.755768|-73.982796|24317|building|building|Manhattan Community Board 5|Manhattan
40.755768|-73.971077|24318|building|building|Murray Hill|Manhattan
40.755768|-73.967926|24319|building|building|Manhattan Community Board 6|Manhattan
40.755772|-74.001923|24320|railway|railway|Hudson Yards|Manhattan
40.755772|-73.995995|24321|highway|road|Hudson Yards|Manhattan
40.755772|-73.99086|24322|railway|railway|Manhattan Community Board 5|Manhattan
40.755772|-73.982063|24323|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755772|-73.981819|24324|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755772|-73.980324|24325|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755772|-73.97345|24326|tourism|tourism|Midtown East|Manhattan
40.755772|-73.973061|24327|building|building|Midtown East|Manhattan
40.755772|-73.964851|24328|place|place|Midtown East|Manhattan
40.755772|-73.926056|24329|building|building||Queens
40.755775|-73.994194|24330|place|place|Hudson Yards|Manhattan
40.755775|-73.984566|24331|building|building|Theater District|Manhattan
40.755775|-73.97683|24332|building|building|Midtown East|Manhattan
40.755775|-73.972702|24333|place|place|Midtown East|Manhattan
40.755775|-73.967857|24334|building|building|Manhattan Community Board 6|Manhattan
40.755775|-73.962944|24335|building|building|Midtown East|Manhattan
40.755779|-73.999672|24336|place|place|Hudson Yards|Manhattan
40.755779|-73.991646|24337|building|building|Manhattan Community Board 4|Manhattan
40.755779|-73.97496|24338|building|building|Midtown East|Manhattan
40.755783|-73.994659|24339|place|place|Hudson Yards|Manhattan
40.755783|-73.99086|24340|railway|railway|Manhattan Community Board 4|Manhattan
40.755783|-73.987228|24341|building|building|Manhattan Community Board 5|Manhattan
40.755783|-73.98246|24342|building|building|Manhattan Community Board 5|Manhattan
40.755783|-73.975075|24343|building|building|Midtown East|Manhattan
40.755783|-73.966705|24344|building|building|Manhattan Community Board 6|Manhattan
40.755783|-73.883263|24345|building|building|Jackson Heights|Queens
40.755787|-73.994087|24346|place|place|Hudson Yards|Manhattan
40.755787|-73.97496|24347|building|building|Midtown East|Manhattan
40.755787|-73.974205|24348|building|building|Midtown East|Manhattan
40.755787|-73.970207|24349|building|building|Murray Hill|Manhattan
40.755787|-73.966782|24350|building|building|Manhattan Community Board 6|Manhattan
40.755791|-73.987068|24351|building|building|Manhattan Community Board 5|Manhattan
40.755791|-73.975189|24352|building|building|Midtown East|Manhattan
40.755791|-73.973145|24353|tourism|tourism|Midtown East|Manhattan
40.755791|-73.972198|24354|building|building|Midtown East|Manhattan
40.755791|-73.967987|24355|building|building|Manhattan Community Board 6|Manhattan
40.755795|-73.991127|24356|building|building|Manhattan Community Board 4|Manhattan
40.755795|-73.983582|24357|building|building|Manhattan Community Board 5|Manhattan
40.755795|-73.978439|24358|building|building|Midtown East|Manhattan
40.755798|-73.99836|24359|place|place|Hudson Yards|Manhattan
40.755798|-73.991699|24360|tourism|tourism|Manhattan Community Board 4|Manhattan
40.755798|-73.991074|24361|building|building|Manhattan Community Board 4|Manhattan
40.755798|-73.986595|24362|building|building|Manhattan Community Board 5|Manhattan
40.755798|-73.979706|24363|building|building|Manhattan Community Board 5|Manhattan
40.755798|-73.972961|24364|building|building|Midtown East|Manhattan
40.755798|-73.96785|24365|building|building|Manhattan Community Board 6|Manhattan
40.755802|-73.966743|24366|building|building|Manhattan Community Board 6|Manhattan
40.755806|-73.99617|24367|highway|road|Hudson Yards|Manhattan
40.755806|-73.989754|24368|office|office|Theater District|Manhattan
40.755806|-73.987869|24369|amenity|amenity|Theater District|Manhattan
40.755806|-73.982002|24370|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755806|-73.973946|24371|building|building|Midtown East|Manhattan
40.75581|-73.974083|24372|building|building|Midtown East|Manhattan
40.755814|-73.999931|24373|place|place|Hudson Yards|Manhattan
40.755814|-73.988289|24374|building|building|Manhattan Community Board 5|Manhattan
40.755817|-73.993286|24375|building|building|Manhattan Community Board 4|Manhattan
40.755817|-73.978294|24376|building|building|Midtown East|Manhattan
40.755817|-73.974998|24377|building|building|Midtown East|Manhattan
40.755817|-73.973518|24378|tourism|tourism|Midtown East|Manhattan
40.755821|-73.999901|24379|place|place|Hudson Yards|Manhattan
40.755821|-73.986595|24380|building|building|Manhattan Community Board 5|Manhattan
40.755821|-73.986481|24381|building|building|Manhattan Community Board 5|Manhattan
40.755821|-73.982964|24382|building|building|Manhattan Community Board 5|Manhattan
40.755821|-73.963196|24383|building|building|Midtown East|Manhattan
40.755825|-73.987671|24384|building|building|Theater District|Manhattan
40.755829|-73.990799|24385|building|building|Manhattan Community Board 5|Manhattan
40.755829|-73.971184|24386|building|building|Murray Hill|Manhattan
40.755833|-73.983505|24387|building|building|Manhattan Community Board 5|Manhattan
40.755833|-73.969864|24388|building|building|Murray Hill|Manhattan
40.755833|-73.968117|24389|shop|shop|Manhattan Community Board 6|Manhattan
40.755836|-73.984673|24390|building|building|Theater District|Manhattan
40.755836|-73.976784|24391|building|building|Midtown East|Manhattan
40.755836|-73.972275|24392|building|building|Midtown East|Manhattan
40.75584|-73.999977|24393|highway|road|Hudson Yards|Manhattan
40.75584|-73.991592|24394|building|building|Manhattan Community Board 4|Manhattan
40.75584|-73.991119|24395|building|building|Manhattan Community Board 4|Manhattan
40.75584|-73.988503|24396|building|building|Manhattan Community Board 5|Manhattan
40.75584|-73.983803|24397|building|building|Manhattan Community Board 5|Manhattan
40.75584|-73.974777|24398|building|building|Midtown East|Manhattan
40.75584|-73.964966|24399|place|place|Midtown East|Manhattan
40.755848|-73.994263|24400|place|place|Hudson Yards|Manhattan
40.755848|-73.987152|24401|building|building|Manhattan Community Board 5|Manhattan
40.755848|-73.981819|24402|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755848|-73.97303|24403|tourism|tourism|Midtown East|Manhattan
40.755848|-73.971397|24404|tourism|tourism|Midtown East|Manhattan
40.755848|-73.965454|24405|building|building|Midtown East|Manhattan
40.755852|-74.002113|24406|amenity|amenity|Hudson Yards|Manhattan
40.755852|-74.002106|24407|amenity|amenity|Hudson Yards|Manhattan
40.755852|-73.991135|24408|building|building|Manhattan Community Board 4|Manhattan
40.755852|-73.981865|24409|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755852|-73.979126|24410|highway|highway|Manhattan Community Board 5|Manhattan
40.755852|-73.975166|24411|building|building|Midtown East|Manhattan
40.755856|-73.97863|24412|place|place|Midtown East|Manhattan
40.755856|-73.976547|24413|building|building|Midtown East|Manhattan
40.755859|-73.92363|24414|building|building||Queens
40.755863|-74.00222|24415|amenity|amenity|Hudson Yards|Manhattan
40.755863|-73.983437|24416|building|building|Manhattan Community Board 5|Manhattan
40.755863|-73.964508|24417|place|place|Midtown East|Manhattan
40.755867|-74.000122|24418|highway|road|Hudson Yards|Manhattan
40.755867|-73.990852|24419|railway|railway|Manhattan Community Board 4|Manhattan
40.755867|-73.988853|24420|building|building|Manhattan Community Board 5|Manhattan
40.755871|-73.998108|24421|building|building|Hudson Yards|Manhattan
40.755871|-73.98597|24422|building|building||Manhattan
40.755871|-73.978859|24423|shop|shop|Midtown East|Manhattan
40.755871|-73.970589|24424|place|place|Manhattan Community Board 6|Manhattan
40.755871|-73.966713|24425|building|building|Manhattan Community Board 6|Manhattan
40.755871|-73.964973|24426|place|place|Midtown East|Manhattan
40.755875|-73.986603|24427|building|building|Manhattan Community Board 5|Manhattan
40.755878|-73.991135|24428|building|building|Manhattan Community Board 4|Manhattan
40.755878|-73.990868|24429|railway|railway|Manhattan Community Board 4|Manhattan
40.755878|-73.988716|24430|building|building|Manhattan Community Board 5|Manhattan
40.755878|-73.973061|24431|building|building|Midtown East|Manhattan
40.755882|-73.977516|24432|building|building|Midtown East|Manhattan
40.755886|-74.000198|24433|highway|road|Hudson Yards|Manhattan
40.755886|-73.987946|24434|amenity|amenity|Theater District|Manhattan
40.75589|-73.991844|24435|tourism|tourism|Manhattan Community Board 4|Manhattan
40.755894|-74.002167|24436|amenity|amenity|Hudson Yards|Manhattan
40.755894|-74.002121|24437|amenity|amenity|Hudson Yards|Manhattan
40.755894|-73.990715|24438|building|building|Manhattan Community Board 5|Manhattan
40.755894|-73.988739|24439|building|building|Manhattan Community Board 5|Manhattan
40.755894|-73.978493|24440|building|building|Midtown East|Manhattan
40.755894|-73.965111|24441|place|place|Midtown East|Manhattan
40.755898|-73.978317|24442|building|building|Midtown East|Manhattan
40.755901|-73.990822|24443|building|building|Manhattan Community Board 5|Manhattan
40.755901|-73.988205|24444|amenity|amenity|Theater District|Manhattan
40.755901|-73.983284|24445|highway|highway|Manhattan Community Board 5|Manhattan
40.755901|-73.979141|24446|highway|highway|Manhattan Community Board 5|Manhattan
40.755901|-73.94072|24447|building|building|Queensbridge|Queens
40.755905|-73.991776|24448|tourism|tourism|Manhattan Community Board 4|Manhattan
40.755905|-73.97908|24449|place|place|Midtown East|Manhattan
40.755905|-73.978928|24450|building|building|Midtown East|Manhattan
40.755905|-73.973541|24451|tourism|tourism|Midtown East|Manhattan
40.755905|-73.9617|24452|place|place|Midtown East|Manhattan
40.755909|-74.002068|24453|railway|railway|Hudson Yards|Manhattan
40.755909|-73.964943|24454|place|place|Midtown East|Manhattan
40.755913|-74.002853|24455|place|place|Chelsea District|Manhattan
40.755913|-73.983932|24456|building|building|Manhattan Community Board 5|Manhattan
40.755913|-73.979027|24457|place|place|Midtown East|Manhattan
40.755913|-73.971008|24458|place|place|Midtown East|Manhattan
40.755913|-73.928307|24459|building|building|Sunnyside Gardens|Queens
40.755917|-74.002167|24460|amenity|amenity|Hudson Yards|Manhattan
40.755917|-74.002037|24461|railway|railway|Hudson Yards|Manhattan
40.755917|-74.002022|24462|railway|railway|Hudson Yards|Manhattan
40.755917|-74.000015|24463|highway|road|Hudson Yards|Manhattan
40.755917|-73.988968|24464|office|office|Theater District|Manhattan
40.755917|-73.983437|24465|building|building|Manhattan Community Board 5|Manhattan
40.755917|-73.982574|24466|amenity|amenity|Manhattan Community Board 5|Manhattan
40.75592|-73.994354|24467|amenity|amenity|Columbus Circle|Manhattan
40.75592|-73.986893|24468|building|building|Manhattan Community Board 5|Manhattan
40.75592|-73.986351|24469|building|building|Manhattan Community Board 5|Manhattan
40.75592|-73.970039|24470|building|building|Murray Hill|Manhattan
40.755924|-74.000206|24471|highway|road|Hudson Yards|Manhattan
40.755924|-73.99073|24472|building|building|Manhattan Community Board 5|Manhattan
40.755924|-73.986725|24473|building|building|Manhattan Community Board 5|Manhattan
40.755924|-73.984375|24474|place|place|Theater District|Manhattan
40.755924|-73.97271|24475|tourism|tourism|Midtown East|Manhattan
40.755928|-74.00222|24476|amenity|amenity|Hudson Yards|Manhattan
40.755928|-74.002151|24477|amenity|amenity|Hudson Yards|Manhattan
40.755928|-74.000237|24478|highway|road|Hudson Yards|Manhattan
40.755928|-73.986664|24479|building|building|Manhattan Community Board 5|Manhattan
40.755928|-73.975044|24480|building|building|Midtown East|Manhattan
40.755928|-73.96669|24481|building|building|Manhattan Community Board 6|Manhattan
40.755932|-73.977814|24482|building|building|Midtown East|Manhattan
40.755936|-73.991013|24483|amenity|amenity|Manhattan Community Board 4|Manhattan
40.755936|-73.981827|24484|tourism|tourism|Manhattan Community Board 5|Manhattan
40.755939|-73.990891|24485|building|building|Manhattan Community Board 5|Manhattan
