dropoff_latitude|dropoff_longitude|DropOffKey|properties.category|properties.addresstype|properties.address.neighbourhood|properties.address.suburb
0.0|0.0|1|man_made|man_made||
0.012427|-73.958755|2|boundary|county||
0.068572998|-73.984779|3|boundary|county||
40.518768|-74.211823|4|building|building|Pleasant Plains|Staten Island
40.540531|-74.177147|5|building|building|Annadale|Staten Island
40.570927|-74.113914|6|building|building|New Dorp|Staten Island
40.570938|-73.860069|7|highway|highway|Neponsit|Queens County
40.57468|-74.116035|8|place|place|New Dorp|Staten Island
40.574848|-74.006134|9|building|building|Sea Gate|Brooklyn
40.575169|-73.96917|10|historic|historic|West Brighton|Brooklyn
40.575912|-73.956558|11|building|building|Brighton Beach|Brooklyn
40.576736|-73.959572|12|building|building|Brighton Beach|Brooklyn
40.577148|-73.957237|13|building|building|Brighton Beach|Brooklyn
40.577541|-73.961899|14|building|building|Brighton Beach|Brooklyn
40.577969|-73.968468|15|building|building|West Brighton|Brooklyn
40.578041|-73.959206|16|amenity|amenity|Brighton Beach|Brooklyn
40.578598|-73.97226|17|building|building|West Brighton|Brooklyn
40.579056|-73.964699|18|building|building|Brighton Beach|Brooklyn
40.580379|-73.971687|19|amenity|amenity|West Brighton|Brooklyn
40.580414|-73.959877|20|building|building|Brighton Beach|Brooklyn
40.580669|-73.976028|21|building|building|West Brighton|Brooklyn
40.58086|-73.967773|22|building|building|West Brighton|Brooklyn
40.581692|-73.954269|23|highway|road|Brighton Beach|Brooklyn
40.581696|-73.839401|24|place|place||Queens
40.585793|-73.81311|25|building|building|Rockaway Beach|Queens
40.588017|-73.966164|26|place|place|Gravesend|Brooklyn
40.588203|-74.090813|27|building|building|Linden-Park|Staten Island
40.590904|-73.937187|28|building|building|Sheepshead Bay|Brooklyn
40.591518|-73.969482|29|building|building|Gravesend|Brooklyn
40.591862|-73.938591|30|place|place|Sheepshead Bay|Brooklyn
40.593048|-73.989922|31|building|building|Bath Beach|Brooklyn
40.594227|-73.754616|32|building|building|Wave Crest|Queens
40.59502|-73.99781|33|highway|road|Bath Beach|Brooklyn
40.596867|-73.907547|34|highway|road||Brooklyn
40.597351|-73.907181|35|highway|road||Brooklyn
40.597538|-74.133934|36|building|building|Willowbrook|Staten Island
40.598186|-73.961121|37|place|place|Gravesend|Brooklyn
40.598293|-73.98793|38|place|place|Bath Beach|Brooklyn
40.598537|-74.005684|39|place|place|Bath Beach|Brooklyn
40.600655|-74.0|40|building|building|Bath Beach|Brooklyn
40.600658|-73.961395|41|building|building|Gravesend|Brooklyn
40.600891|-74.137856|42|building|building|Willowbrook|Staten Island
40.600967|-73.984085|43|building|building|Gravesend|Brooklyn
40.60186|-74.071709|44|building|building|Arrochar|Staten Island
40.602337|-73.968285|45|building|building|Gravesend|Brooklyn
40.603176|-73.95916|46|building|building|Midwood|Brooklyn
40.603603|-73.940529|47|building|building||Brooklyn
40.604053|-73.9916|48|building|building|Bensonhurst|Brooklyn
40.604172|-73.991547|49|building|building|Bensonhurst|Brooklyn
40.604225|-73.950531|50|building|building|Gravesend|Brooklyn
40.604401|-73.9701|51|building|building|Gravesend|Brooklyn
40.606262|-73.97644|52|building|building|Gravesend|Brooklyn
40.6063|-73.744209|53|place|place||Queens
40.606304|-73.976036|54|building|building||Brooklyn
40.606709|-73.750114|55|building|building||Queens
40.606709|-73.743713|56|building|building||Queens
40.606934|-73.947884|57|building|building||Brooklyn
40.607513|-73.95295|58|building|building||Brooklyn
40.608051|-73.980545|59|building|building||Brooklyn
40.608128|-73.929466|60|building|building||Brooklyn
40.608326|-74.022858|61|amenity|amenity|Dyker Heights|Brooklyn
40.60844|-74.004662|62|building|building|Bath Beach|Brooklyn
40.608822|-73.914215|63|building|building||Brooklyn
40.608841|-73.941444|64|building|building||Brooklyn
40.609268|-73.957405|65|building|building|Midwood|Brooklyn
40.609371|-73.953232|66|building|building||Brooklyn
40.609547|-73.960281|67|building|building|Midwood|Brooklyn
40.610001|-74.030685|68|building|building||Brooklyn
40.610977|-73.971298|69|building|building|Gravesend|Brooklyn
40.611164|-74.035049|70|building|building|Fort Hamilton|Brooklyn
40.611183|-74.035042|71|building|building|Fort Hamilton|Brooklyn
40.611198|-73.952438|72|place|place||Brooklyn
40.611446|-73.965576|73|building|building|Gravesend|Brooklyn
40.611767|-73.968422|74|building|building|Midwood|Brooklyn
40.611847|-73.969398|75|building|building|Midwood|Brooklyn
40.612049|-73.908592|76|building|building|Bergen Beach|Brooklyn
40.612625|-74.03154|77|building|building|Fort Hamilton|Brooklyn
40.612892|-73.902237|78|building|building|Bergen Beach|Brooklyn
40.614044|-74.024979|79|amenity|amenity||Brooklyn
40.614422|-74.022873|80|highway|highway||Brooklyn
40.614548|-73.969696|81|place|place|Midwood|Brooklyn
40.614956|-74.03183|82|building|building|Fort Hamilton|Brooklyn
40.615093|-73.99437|83|building|building||Brooklyn
40.615608|-73.915497|84|building|building|Bergen Beach|Brooklyn
40.61657|-73.967659|85|building|building|Gravesend|Brooklyn
40.616669|-74.023125|86|building|building||Brooklyn
40.617168|-73.980759|87|building|building||Brooklyn
40.617336|-74.033569|88|place|place|Fort Hamilton|Brooklyn
40.617706|-73.922798|89|building|building|Paerdegat|Brooklyn
40.617844|-73.931602|90|building|building||Brooklyn
40.618481|-73.984436|91|building|building||Brooklyn
40.61853|-73.954948|92|place|place||Brooklyn
40.618591|-74.094383|93|place|place|Grymes Hill|Staten Island
40.618729|-74.038857|94|building|building|Fort Hamilton|Brooklyn
40.618881|-74.022118|95|building|building||Brooklyn
40.618946|-73.986732|96|building|building||Brooklyn
40.61908|-74.005363|97|highway|highway|Dyker Heights|Brooklyn
40.619312|-74.023842|98|highway|highway||Brooklyn
40.619396|-73.726898|99|craft|craft||
40.619411|-74.033051|100|place|place|Fort Hamilton|Brooklyn
40.619427|-74.008293|101|building|building|Dyker Heights|Brooklyn
40.62035|-74.024361|102|building|building||Brooklyn
40.620464|-73.724892|103|place|place||
40.620514|-74.007256|104|place|place|Dyker Heights|Brooklyn
40.620564|-74.024582|105|place|place|Fort Hamilton|Brooklyn
40.620766|-74.024933|106|building|building|Fort Hamilton|Brooklyn
40.620781|-73.985252|107|building|building||Brooklyn
40.621159|-73.988815|108|building|building||Brooklyn
40.621464|-73.825943|109|highway|road||Queens County
40.622089|-74.016342|110|building|building|Dyker Heights|Brooklyn
40.622131|-74.022575|111|place|place||Brooklyn
40.622589|-73.744484|112|place|place||
40.622829|-73.997734|113|place|place|Bath Beach|Brooklyn
40.622948|-73.959633|114|building|building|Midwood|Brooklyn
40.623123|-73.937485|115|building|building||Brooklyn
40.623131|-74.02816|116|railway|railway|Fort Hamilton|Brooklyn
40.623318|-74.030167|117|building|building|Fort Hamilton|Brooklyn
40.623856|-73.970306|118|highway|road|Midwood|Brooklyn
40.623985|-74.033264|119|highway|highway|Fort Hamilton|Brooklyn
40.624107|-74.027687|120|building|building|Bay Ridge|Brooklyn
40.624138|-73.917992|121|building|building||Brooklyn
40.624317|-73.998764|122|building|building||Brooklyn
40.624676|-74.080498|123|building|building|Stapleton|Staten Island
40.624741|-73.980911|124|building|building|Parkville|Brooklyn
40.625027|-73.940918|125|building|building||Brooklyn
40.625229|-74.005844|126|place|place|Dyker Heights|Brooklyn
40.625332|-74.030251|127|building|building|Fort Hamilton|Brooklyn
40.625671|-74.009064|128|building|building|Dyker Heights|Brooklyn
40.625751|-73.92778|129|place|place|Paerdegat|Brooklyn
40.625847|-73.935509|130|place|place||Brooklyn
40.625874|-74.021187|131|building|building|Bay Ridge|Brooklyn
40.626289|-74.02195|132|building|building|Bay Ridge|Brooklyn
40.62635|-74.015579|133|amenity|amenity|Dyker Heights|Brooklyn
40.626511|-73.811905|134|boundary|suburb||Queens County
40.626728|-73.97068|135|building|building|Parkville|Brooklyn
40.627144|-73.702774|136|building|building||
40.627354|-74.005333|137|building|building|Dyker Heights|Brooklyn
40.627422|-74.020592|138|building|building|Bay Ridge|Brooklyn
40.627613|-73.917305|139|building|building|Paerdegat|Brooklyn
40.628113|-74.027107|140|building|building|Bay Ridge|Brooklyn
40.628651|-74.028931|141|building|building|Bay Ridge|Brooklyn
40.628727|-74.021309|142|building|building|Bay Ridge|Brooklyn
40.629036|-73.965958|143|place|place||Brooklyn
40.629093|-74.018837|144|building|building|Bay Ridge|Brooklyn
40.629192|-73.96936|145|building|building|Parkville|Brooklyn
40.629482|-74.022659|146|highway|highway|Bay Ridge|Brooklyn
40.629566|-74.022728|147|highway|highway|Bay Ridge|Brooklyn
40.629627|-74.125458|148|building|building||Staten Island
40.629726|-73.944389|149|building|building||Brooklyn
40.630062|-74.03138|150|building|building|Fort Hamilton|Brooklyn
40.630219|-73.960297|151|building|building||Brooklyn
40.630337|-74.029701|152|building|building|Bay Ridge|Brooklyn
40.630337|-73.810707|153|boundary|suburb||Queens County
40.631248|-73.976227|154|building|building|Parkville|Brooklyn
40.631332|-74.027229|155|building|building|Bay Ridge|Brooklyn
40.631588|-73.88987|156|building|building||Brooklyn
40.631741|-74.0196|157|building|building|Bay Ridge|Brooklyn
40.63195|-73.94294|158|building|building|Brooklyn Community District 17|Brooklyn
40.631966|-73.977379|159|building|building|Parkville|Brooklyn
40.631989|-73.810959|160|boundary|suburb||Queens County
40.632088|-73.969032|161|building|building|Parkville|Brooklyn
40.632107|-74.01313|162|amenity|amenity|Dyker Heights|Brooklyn
40.63232|-73.980019|163|place|place|Parkville|Brooklyn
40.632504|-74.021217|164|building|building|Bay Ridge|Brooklyn
40.632687|-73.966698|165|building|building||Brooklyn
40.632751|-73.888336|166|building|building||Brooklyn
40.632843|-73.96096|167|building|building||Brooklyn
40.633404|-73.986649|168|building|building|Parkville|Brooklyn
40.633629|-74.029861|169|amenity|amenity|Bay Ridge|Brooklyn
40.633686|-74.023804|170|building|building|Bay Ridge|Brooklyn
40.633812|-74.02681|171|highway|highway|Bay Ridge|Brooklyn
40.634041|-73.982414|172|building|building|Parkville|Brooklyn
40.634117|-73.967377|173|building|building||Brooklyn
40.634144|-73.945259|174|highway|highway|Brooklyn Community District 17|Brooklyn
40.634315|-73.985626|175|building|building|Parkville|Brooklyn
40.634434|-73.962296|176|highway|highway||Brooklyn
40.634872|-74.022095|177|building|building|Bay Ridge|Brooklyn
40.635426|-74.016762|178|highway|road|Sunset Park|Brooklyn
40.635513|-74.020012|179|leisure|leisure|Bay Ridge|Brooklyn
40.635635|-74.03199|180|building|building|Bay Ridge|Brooklyn
40.635647|-73.909676|181|building|building|Paerdegat|Brooklyn
40.635777|-73.954178|182|place|place||Brooklyn
40.636108|-73.976067|183|place|place|Windsor Terrace|Brooklyn
40.636261|-73.948174|184|place|place||Brooklyn
40.636623|-73.99044|185|building|building|Borough Park|Brooklyn
40.636627|-73.885254|186|place|place||Brooklyn
40.637096|-74.015068|187|building|building|Sunset Park|Brooklyn
40.637207|-74.036148|188|highway|highway||Brooklyn
40.637363|-73.989761|189|building|building|Borough Park|Brooklyn
40.637508|-73.910271|190|place|place|Paerdegat|Brooklyn
40.637573|-74.028229|191|building|building|Bay Ridge|Brooklyn
40.637615|-73.958656|192|place|place||Brooklyn
40.637741|-74.017845|193|place|place|Sunset Park|Brooklyn
40.637997|-73.778259|194|aeroway|aeroway||Queens
40.638199|-73.975494|195|place|place|Windsor Terrace|Brooklyn
40.638428|-73.975471|196|place|place|Windsor Terrace|Brooklyn
40.638496|-73.99762|197|amenity|amenity|Borough Park|Brooklyn
40.638496|-73.957756|198|building|building||Brooklyn
40.638577|-73.785988|199|aeroway|aeroway||Queens
40.638683|-73.785881|200|aeroway|aeroway||Queens
40.638737|-73.786514|201|aeroway|aeroway||Queens
40.638779|-73.786461|202|aeroway|aeroway||Queens
40.638779|-73.785873|203|aeroway|aeroway||Queens
40.638786|-74.03569|204|office|office||Brooklyn
40.638809|-73.96505|205|place|place||Brooklyn
40.638821|-73.785965|206|aeroway|aeroway||Queens
40.638878|-73.786507|207|aeroway|aeroway||Queens
40.638924|-73.78598|208|aeroway|aeroway||Queens
40.638931|-73.785965|209|aeroway|aeroway||Queens
40.638988|-73.785965|210|aeroway|aeroway||Queens
40.638992|-73.786491|211|aeroway|aeroway||Queens
40.639034|-73.786026|212|aeroway|aeroway||Queens
40.63905|-74.018486|213|building|building|Sunset Park|Brooklyn
40.639053|-73.786446|214|aeroway|aeroway||Queens
40.639118|-73.786453|215|aeroway|aeroway||Queens
40.639137|-73.785904|216|aeroway|aeroway||Queens
40.639149|-73.968704|217|place|place||Brooklyn
40.639183|-73.975655|218|building|building|Windsor Terrace|Brooklyn
40.639198|-73.786636|219|aeroway|aeroway||Queens
40.639198|-73.786476|220|aeroway|aeroway||Queens
40.639256|-73.786369|221|aeroway|aeroway||Queens
40.639259|-73.786407|222|aeroway|aeroway||Queens
40.639275|-73.786545|223|aeroway|aeroway||Queens
40.639347|-73.786629|224|aeroway|aeroway||Queens
40.639408|-73.968849|225|building|building||Brooklyn
40.639435|-73.786301|226|aeroway|aeroway||Queens
40.639442|-73.968391|227|building|building|Kensington|Brooklyn
40.63953|-73.957024|228|building|building||Brooklyn
40.639721|-73.787079|229|aeroway|aeroway||Queens
40.639809|-73.786026|230|aeroway|aeroway||Queens
40.639843|-73.786263|231|aeroway|aeroway||Queens
40.639893|-73.786392|232|aeroway|aeroway||Queens
40.639912|-73.973579|233|highway|road|Kensington|Brooklyn
40.639915|-73.786659|234|aeroway|aeroway||Queens
40.639915|-73.786156|235|aeroway|aeroway||Queens
40.640003|-73.786461|236|aeroway|aeroway||Queens
40.640018|-73.786385|237|aeroway|aeroway||Queens
40.640026|-73.991234|238|building|building|Borough Park|Brooklyn
40.640064|-73.786415|239|aeroway|aeroway||Queens
40.640095|-73.786583|240|aeroway|aeroway||Queens
40.640114|-73.786674|241|aeroway|aeroway||Queens
40.640251|-73.786606|242|aeroway|aeroway||Queens
40.640331|-73.786491|243|aeroway|aeroway||Queens
40.640362|-73.990372|244|place|place|Borough Park|Brooklyn
40.640472|-73.786308|245|aeroway|aeroway||Queens
40.640503|-73.786575|246|aeroway|aeroway||Queens
40.640522|-73.955765|247|place|place||Brooklyn
40.640667|-73.786911|248|aeroway|aeroway||Queens
40.640686|-73.786919|249|aeroway|aeroway||Queens
40.640869|-73.787003|250|aeroway|aeroway||Queens
40.640907|-73.78701|251|aeroway|aeroway||Queens
40.640945|-73.787071|252|aeroway|aeroway||Queens
40.640976|-73.973671|253|highway|road|Kensington|Brooklyn
40.641045|-73.787148|254|highway|road||Queens
40.641075|-73.787178|255|highway|road||Queens
40.641113|-73.786766|256|aeroway|aeroway||Queens
40.641304|-73.787422|257|highway|road||Queens
40.641308|-73.959641|258|place|place||Brooklyn
40.641411|-73.788383|259|aeroway|aeroway||Queens
40.641537|-73.788841|260|aeroway|aeroway||Queens
40.641598|-73.789001|261|aeroway|aeroway||Queens
40.641598|-73.787056|262|highway|road||Queens
40.641613|-73.788986|263|aeroway|aeroway||Queens
40.641666|-73.789093|264|aeroway|aeroway||Queens
40.641697|-73.981972|265|place|place||Brooklyn
40.641701|-73.788071|266|highway|road||Queens
40.641712|-73.789093|267|aeroway|aeroway||Queens
40.641743|-73.789169|268|aeroway|aeroway||Queens
40.641762|-73.789246|269|highway|road||Queens
40.641827|-73.988693|270|building|building|Borough Park|Brooklyn
40.641876|-73.789345|271|highway|road||Queens
40.641918|-73.789352|272|highway|road||Queens
40.641941|-73.788651|273|highway|road||Queens
40.641945|-73.788635|274|highway|road||Queens
40.641968|-73.933273|275|building|building|Brooklyn Community District 17|Brooklyn
40.642059|-73.789406|276|highway|road||Queens
40.642094|-73.788918|277|highway|road||Queens
40.642143|-73.969559|278|building|building|Kensington|Brooklyn
40.642216|-73.78933|279|amenity|amenity||Queens
40.642307|-73.959564|280|building|building||Brooklyn
40.642384|-73.980583|281|place|place||Brooklyn
40.642422|-73.789192|282|highway|road||Queens
40.642441|-74.016869|283|place|place|Sunset Park|Brooklyn
40.642513|-73.980423|284|place|place|Windsor Terrace|Brooklyn
40.642597|-73.789223|285|highway|road||Queens
40.642708|-73.78923|286|highway|road||Queens
40.642746|-73.789268|287|highway|road||Queens
40.642769|-73.789505|288|aeroway|aeroway||Queens
40.642776|-73.789307|289|highway|road||Queens
40.642788|-74.016403|290|building|building|Sunset Park|Brooklyn
40.642841|-73.789619|291|shop|shop||Queens
40.642941|-73.789574|292|aeroway|aeroway||Queens
40.643028|-73.78949|293|highway|road||Queens
40.643131|-73.789536|294|highway|road||Queens
40.643139|-73.789864|295|aeroway|aeroway||Queens
40.643162|-73.789902|296|aeroway|aeroway||Queens
40.643177|-73.785347|297|aeroway|aeroway||Queens
40.643188|-73.784843|298|aeroway|aeroway||Queens
40.643208|-73.7855|299|shop|shop||Queens
40.643215|-73.789978|300|aeroway|aeroway||Queens
40.643242|-73.784698|301|aeroway|aeroway||Queens
40.64325|-73.78463|302|aeroway|aeroway||Queens
40.643253|-73.784767|303|aeroway|aeroway||Queens
40.643276|-74.002724|304|building|building|Sunset Park|Brooklyn
40.643303|-73.789879|305|aeroway|aeroway||Queens
40.643311|-73.785034|306|aeroway|aeroway||Queens
40.643326|-73.784485|307|aeroway|aeroway||Queens
40.643372|-73.790024|308|amenity|amenity||Queens
40.643383|-73.790001|309|amenity|amenity||Queens
40.643383|-73.784447|310|aeroway|aeroway||Queens
40.643402|-73.785912|311|highway|road||Queens
40.643414|-73.959587|312|place|place||Brooklyn
40.643414|-73.784279|313|aeroway|aeroway||Queens
40.643467|-73.945534|314|amenity|amenity|Brooklyn Community District 17|Brooklyn
40.643467|-73.789696|315|highway|road||Queens
40.643471|-73.790115|316|aeroway|aeroway||Queens
40.643471|-73.790062|317|amenity|amenity||Queens
40.643471|-73.784164|318|aeroway|aeroway||Queens
40.643497|-73.790115|319|amenity|amenity||Queens
40.643528|-73.790184|320|aeroway|aeroway||Queens
40.643532|-73.790092|321|aeroway|aeroway||Queens
40.643555|-73.790146|322|amenity|amenity||Queens
40.643562|-73.783905|323|aeroway|aeroway||Queens
40.643566|-73.789856|324|highway|road||Queens
40.643578|-73.790169|325|amenity|amenity||Queens
40.643585|-73.790169|326|amenity|amenity||Queens
40.643612|-73.79747|327|building|building||Queens
40.643627|-73.783905|328|aeroway|aeroway||Queens
40.643646|-73.783707|329|aeroway|aeroway||Queens
40.643654|-73.790253|330|aeroway|aeroway||Queens
40.643654|-73.790184|331|aeroway|aeroway||Queens
40.643661|-73.788223|332|highway|road||Queens
40.643661|-73.783661|333|aeroway|aeroway||Queens
40.643696|-73.790009|334|highway|road||Queens
40.643719|-73.783554|335|aeroway|aeroway||Queens
40.643738|-73.783379|336|aeroway|aeroway||Queens
40.643764|-73.961937|337|building|building|Ditmas Park|Brooklyn
40.643768|-73.78344|338|aeroway|aeroway||Queens
40.643776|-73.790298|339|amenity|amenity||Queens
40.643803|-73.783333|340|aeroway|aeroway||Queens
40.643818|-73.783348|341|aeroway|aeroway||Queens
40.643822|-73.790054|342|highway|road||Queens
40.643906|-73.783134|343|aeroway|aeroway||Queens
40.643913|-73.783089|344|aeroway|aeroway||Queens
40.643913|-73.783073|345|aeroway|aeroway||Queens
40.643929|-73.790443|346|amenity|amenity||Queens
40.643959|-73.794601|347|aeroway|aeroway||Queens
40.643967|-73.782959|348|aeroway|aeroway||Queens
40.643974|-73.790398|349|aeroway|aeroway||Queens
40.643986|-73.976768|350|shop|shop|Kensington|Brooklyn
40.64399|-73.782928|351|aeroway|aeroway||Queens
40.644001|-73.782837|352|aeroway|aeroway||Queens
40.644001|-73.782738|353|aeroway|aeroway||Queens
40.644001|-73.782509|354|aeroway|aeroway||Queens
40.644009|-73.782959|355|aeroway|aeroway||Queens
40.644043|-73.790527|356|amenity|amenity||Queens
40.644054|-73.7827|357|aeroway|aeroway||Queens
40.644058|-73.782677|358|aeroway|aeroway||Queens
40.644073|-73.782722|359|aeroway|aeroway||Queens
40.644077|-73.782791|360|aeroway|aeroway||Queens
40.644108|-73.782547|361|aeroway|aeroway||Queens
40.644115|-73.782455|362|aeroway|aeroway||Queens
40.644127|-73.945992|363|building|building|Brooklyn Community District 17|Brooklyn
40.644127|-73.790588|364|amenity|amenity||Queens
40.644131|-73.782555|365|aeroway|aeroway||Queens
40.644146|-73.959892|366|building|building||Brooklyn
40.644154|-73.782372|367|aeroway|aeroway||Queens
40.644161|-73.790604|368|highway|road||Queens
40.644176|-73.782486|369|aeroway|aeroway||Queens
40.64418|-73.782532|370|aeroway|aeroway||Queens
40.644184|-73.782478|371|aeroway|aeroway||Queens
40.644211|-74.007751|372|building|building|Sunset Park|Brooklyn
40.644215|-73.778526|373|aeroway|aeroway||Queens
40.644218|-73.782394|374|aeroway|aeroway||Queens
40.64423|-73.78212|375|aeroway|aeroway||Queens
40.644234|-73.782234|376|aeroway|aeroway||Queens
40.644245|-74.017807|377|place|place|Sunset Park|Brooklyn
40.644257|-73.785522|378|highway|road||Queens
40.64426|-73.79071|379|highway|road||Queens
40.644264|-73.782227|380|aeroway|aeroway||Queens
40.644268|-73.790749|381|highway|road||Queens
40.644268|-73.790726|382|highway|road||Queens
40.644272|-73.803894|383|building|building||Queens
40.644283|-73.790779|384|highway|road||Queens
40.644283|-73.790756|385|highway|road||Queens
40.644291|-73.782204|386|aeroway|aeroway||Queens
40.644302|-73.782166|387|aeroway|aeroway||Queens
40.644314|-73.790726|388|highway|road||Queens
40.644341|-73.790794|389|highway|road||Queens
40.644341|-73.781998|390|aeroway|aeroway||Queens
40.644344|-73.782028|391|aeroway|aeroway||Queens
40.644348|-73.79084|392|highway|road||Queens
40.644348|-73.782074|393|aeroway|aeroway||Queens
40.644367|-73.790909|394|highway|road||Queens
40.64439|-73.781868|395|aeroway|aeroway||Queens
40.644428|-73.792885|396|highway|road||Queens
40.644428|-73.7864|397|highway|road||Queens
40.644444|-73.97567|398|place|place|Windsor Terrace|Brooklyn
40.644444|-73.791893|399|highway|road||Queens
40.644447|-73.791039|400|highway|road||Queens
40.644474|-73.791298|401|highway|road||Queens
40.644482|-73.79332|402|aeroway|aeroway||Queens
40.644482|-73.792137|403|highway|road||Queens
40.644493|-73.791496|404|highway|road||Queens
40.644497|-73.786598|405|highway|road||Queens
40.644512|-73.975639|406|building|building|Windsor Terrace|Brooklyn
40.644512|-73.795174|407|highway|road||Queens
40.644516|-73.792236|408|highway|road||Queens
40.644524|-73.963104|409|building|building|Kensington|Brooklyn
40.644531|-73.785873|410|highway|road||Queens
40.644535|-73.781761|411|aeroway|aeroway||Queens
40.644543|-73.7966|412|highway|road||Queens
40.644558|-73.795242|413|highway|road||Queens
40.644558|-73.786743|414|highway|road||Queens
40.644562|-73.794083|415|aeroway|aeroway||Queens
40.644562|-73.791389|416|highway|road||Queens
40.644566|-73.795197|417|highway|road||Queens
40.644566|-73.791359|418|highway|road||Queens
40.644573|-73.794167|419|aeroway|aeroway||Queens
40.644581|-73.78994|420|highway|road||Queens
40.644585|-73.795212|421|highway|road||Queens
40.644588|-73.794426|422|highway|road||Queens
40.644588|-73.794281|423|aeroway|aeroway||Queens
40.644596|-73.79512|424|highway|road||Queens
40.644604|-73.791519|425|highway|road||Queens
40.644611|-73.795212|426|highway|road||Queens
40.644611|-73.794205|427|aeroway|aeroway||Queens
40.644611|-73.777191|428|aeroway|aeroway||Queens
40.644615|-73.794472|429|highway|road||Queens
40.644619|-73.786957|430|highway|road||Queens
40.644623|-73.777245|431|aeroway|aeroway||Queens
40.644627|-73.795258|432|highway|road||Queens
40.64463|-73.794945|433|highway|road||Queens
40.64463|-73.777199|434|aeroway|aeroway||Queens
40.644638|-73.789513|435|highway|road||Queens
40.644642|-73.777473|436|aeroway|aeroway||Queens
40.644642|-73.777031|437|aeroway|aeroway||Queens
40.644646|-73.795052|438|highway|road||Queens
40.644657|-73.91095|439|highway|road||Brooklyn
40.644661|-73.794067|440|aeroway|aeroway||Queens
40.644669|-73.794258|441|highway|road||Queens
40.644669|-73.789413|442|highway|road||Queens
40.644669|-73.787163|443|highway|road||Queens
40.644672|-73.797234|444|highway|road||Queens
40.644672|-73.777435|445|aeroway|aeroway||Queens
40.644684|-73.797043|446|highway|road||Queens
40.644684|-73.794289|447|highway|road||Queens
40.644684|-73.790215|448|highway|road||Queens
40.644684|-73.782066|449|aeroway|aeroway||Queens
40.644688|-73.789131|450|highway|road||Queens
40.644688|-73.777458|451|aeroway|aeroway||Queens
40.644691|-73.776924|452|aeroway|aeroway||Queens
40.644703|-73.776985|453|aeroway|aeroway||Queens
40.644703|-73.776962|454|aeroway|aeroway||Queens
40.644707|-73.79483|455|highway|road||Queens
40.644711|-73.797813|456|highway|road||Queens
40.644711|-73.794472|457|highway|road||Queens
40.644711|-73.790962|458|highway|road||Queens
40.644733|-73.797661|459|highway|road||Queens
40.644779|-73.791496|460|aeroway|aeroway||Queens
40.644783|-73.963165|461|building|building||Brooklyn
40.644787|-73.777786|462|aeroway|aeroway||Queens
40.644791|-73.797852|463|highway|road||Queens
40.644791|-73.777916|464|aeroway|aeroway||Queens
40.644791|-73.77681|465|aeroway|aeroway||Queens
40.644794|-73.791092|466|highway|road||Queens
40.644802|-73.781723|467|aeroway|aeroway||Queens
40.644821|-73.787804|468|highway|road||Queens
40.644829|-73.777893|469|aeroway|aeroway||Queens
40.644833|-73.777908|470|aeroway|aeroway||Queens
40.644836|-73.790443|471|highway|road||Queens
40.644852|-73.791519|472|highway|road||Queens
40.644852|-73.776657|473|aeroway|aeroway||Queens
40.644855|-73.778168|474|aeroway|aeroway||Queens
40.644871|-73.7882|475|highway|road||Queens
40.644875|-73.790306|476|highway|road||Queens
40.644882|-73.791115|477|highway|road||Queens
40.644886|-73.790817|478|highway|road||Queens
40.644886|-73.789612|479|highway|road||Queens
40.64489|-73.788414|480|highway|road||Queens
40.64489|-73.788185|481|highway|road||Queens
40.644894|-73.77803|482|aeroway|aeroway||Queens
40.644897|-73.778023|483|aeroway|aeroway||Queens
40.644913|-73.788132|484|highway|road||Queens
40.644924|-73.902061|485|highway|highway|Canarsie|Brooklyn
40.644947|-73.99617|486|building|building||Brooklyn
40.644958|-73.78791|487|highway|road||Queens
40.644966|-73.778351|488|aeroway|aeroway||Queens
40.644981|-73.778427|489|aeroway|aeroway||Queens
40.644993|-73.798561|490|highway|road||Queens
40.645004|-73.778419|491|aeroway|aeroway||Queens
40.645008|-73.778366|492|aeroway|aeroway||Queens
40.645035|-73.776611|493|aeroway|aeroway||Queens
40.645046|-73.787628|494|highway|road||Queens
40.645046|-73.778709|495|aeroway|aeroway||Queens
40.645054|-73.798668|496|highway|road||Queens
40.645054|-73.778992|497|aeroway|aeroway||Queens
40.645058|-73.776489|498|aeroway|aeroway||Queens
40.645061|-73.778854|499|aeroway|aeroway||Queens
40.645061|-73.776527|500|aeroway|aeroway||Queens
40.645065|-73.779129|501|aeroway|aeroway||Queens
40.645073|-73.778709|502|aeroway|aeroway||Queens
40.645096|-73.776489|503|aeroway|aeroway||Queens
40.645103|-73.77887|504|aeroway|aeroway||Queens
40.645115|-73.974709|505|building|building|Windsor Terrace|Brooklyn
40.645115|-73.786293|506|highway|road||Queens
40.645115|-73.776421|507|aeroway|aeroway||Queens
40.645119|-73.778908|508|aeroway|aeroway||Queens
40.645123|-73.776527|509|aeroway|aeroway||Queens
40.645126|-73.77655|510|aeroway|aeroway||Queens
40.64513|-73.776436|511|aeroway|aeroway||Queens
40.645142|-73.779312|512|aeroway|aeroway||Queens
40.645145|-73.786369|513|highway|road||Queens
40.645145|-73.779472|514|aeroway|aeroway||Queens
40.645161|-73.776375|515|aeroway|aeroway||Queens
40.645184|-73.779457|516|aeroway|aeroway||Queens
40.645184|-73.776543|517|aeroway|aeroway||Queens
40.645184|-73.776421|518|aeroway|aeroway||Queens
40.645195|-73.787491|519|highway|road||Queens
