pickup_latitude|pickup_longitude|PickUpKey|properties.category|properties.addresstype|properties.address.neighbourhood|properties.address.suburb
40.724339|-73.992554|6369|highway|road|East Village|Manhattan
40.724342|-73.98307|6370|building|building|East Village|Manhattan
40.724346|-73.98774|6371|place|place|East Village|Manhattan
40.724346|-73.987717|6372|place|place|East Village|Manhattan
40.724346|-73.984764|6373|place|place|East Village|Manhattan
40.724346|-73.978645|6374|highway|highway|East Village|Manhattan
40.724346|-73.942459|6375|building|building|Greenpoint|Brooklyn
40.724346|-73.89782|6376|building|building||Queens
40.724354|-73.997551|6377|railway|railway|SoHo|Manhattan
40.724354|-73.98481|6378|place|place|East Village|Manhattan
40.724354|-73.984703|6379|place|place|East Village|Manhattan
40.724361|-73.997902|6380|building|building|SoHo|Manhattan
40.724361|-73.985054|6381|building|building|East Village|Manhattan
40.724365|-74.009209|6382|building|building|Manhattan Community Board 1|Manhattan
40.724365|-73.993584|6383|place|place|NoHo|Manhattan
40.724365|-73.987663|6384|place|place|East Village|Manhattan
40.724373|-73.997963|6385|building|building|SoHo|Manhattan
40.724377|-74.004463|6386|railway|railway|SoHo|Manhattan
40.724377|-74.002113|6387|place|place|SoHo|Manhattan
40.724377|-73.992989|6388|place|place|NoHo|Manhattan
40.72438|-74.0084|6389|tourism|tourism|Manhattan Community Board 2|Manhattan
40.72438|-73.990746|6390|building|building|East Village|Manhattan
40.724396|-73.993622|6391|place|place|Little Italy|Manhattan
40.724396|-73.990784|6392|building|building|East Village|Manhattan
40.724396|-73.986809|6393|building|building|East Village|Manhattan
40.7244|-73.984673|6394|place|place|East Village|Manhattan
40.724403|-73.992813|6395|shop|shop|NoHo|Manhattan
40.724403|-73.984726|6396|place|place|East Village|Manhattan
40.724407|-73.993202|6397|place|place|NoHo|Manhattan
40.724407|-73.981651|6398|leisure|leisure|East Village|Manhattan
40.724411|-74.005981|6399|place|place|Manhattan Community Board 2|Manhattan
40.724411|-73.993111|6400|place|place|NoHo|Manhattan
40.724411|-73.981712|6401|leisure|leisure|East Village|Manhattan
40.724415|-73.990791|6402|building|building|East Village|Manhattan
40.724415|-73.981674|6403|leisure|leisure|East Village|Manhattan
40.724419|-73.984795|6404|highway|highway|East Village|Manhattan
40.724426|-73.995819|6405|tourism|tourism|Little Italy|Manhattan
40.724426|-73.993271|6406|place|place|NoHo|Manhattan
40.724426|-73.990875|6407|building|building|East Village|Manhattan
40.72443|-73.987526|6408|highway|highway|East Village|Manhattan
40.724434|-73.987183|6409|building|building|East Village|Manhattan
40.724438|-74.005836|6410|highway|road|Hudson Square|Manhattan
40.724438|-74.001991|6411|place|place|SoHo|Manhattan
40.724442|-73.993263|6412|place|place|NoHo|Manhattan
40.724442|-73.992409|6413|place|place|East Village|Manhattan
40.724445|-73.99826|6414|place|place|SoHo|Manhattan
40.724445|-73.981705|6415|leisure|leisure|East Village|Manhattan
40.724453|-73.997475|6416|railway|railway|SoHo|Manhattan
40.724453|-73.993713|6417|place|place|Little Italy|Manhattan
40.724457|-73.994339|6418|place|place|Little Italy|Manhattan
40.724457|-73.993774|6419|place|place|Little Italy|Manhattan
40.724461|-73.987144|6420|building|building|East Village|Manhattan
40.724468|-73.993729|6421|place|place|Little Italy|Manhattan
40.724468|-73.987572|6422|highway|highway|East Village|Manhattan
40.724472|-73.992508|6423|building|building|NoHo|Manhattan
40.724472|-73.984665|6424|highway|highway|East Village|Manhattan
40.724476|-73.9916|6425|building|building|East Village|Manhattan
40.72448|-73.987328|6426|building|building|East Village|Manhattan
40.724483|-73.998558|6427|shop|shop|SoHo|Manhattan
40.724483|-73.993217|6428|place|place|NoHo|Manhattan
40.724483|-73.984894|6429|building|building|East Village|Manhattan
40.724487|-73.990395|6430|building|building|East Village|Manhattan
40.724491|-73.987579|6431|highway|highway|East Village|Manhattan
40.724491|-73.987534|6432|highway|highway|East Village|Manhattan
40.724499|-73.997612|6433|railway|railway|SoHo|Manhattan
40.724499|-73.993622|6434|highway|road|NoHo|Manhattan
40.724499|-73.987648|6435|place|place|East Village|Manhattan
40.724499|-73.987221|6436|building|building|East Village|Manhattan
40.724503|-73.994026|6437|highway|highway|Little Italy|Manhattan
40.724503|-73.987549|6438|highway|highway|East Village|Manhattan
40.724503|-73.978569|6439|shop|shop|East Village|Manhattan
40.724506|-73.998405|6440|building|building|SoHo|Manhattan
40.724506|-73.995819|6441|tourism|tourism|Little Italy|Manhattan
40.724506|-73.987595|6442|highway|highway|East Village|Manhattan
40.724506|-73.984589|6443|place|place|East Village|Manhattan
40.724514|-73.990616|6444|building|building|East Village|Manhattan
40.724518|-73.997368|6445|building|building|SoHo|Manhattan
40.724518|-73.987427|6446|building|building|East Village|Manhattan
40.724518|-73.981773|6447|amenity|amenity|East Village|Manhattan
40.724522|-73.993851|6448|place|place|Little Italy|Manhattan
40.724522|-73.993431|6449|building|building|NoHo|Manhattan
40.724525|-73.99575|6450|amenity|amenity|Little Italy|Manhattan
40.724525|-73.992348|6451|place|place|East Village|Manhattan
40.724525|-73.990662|6452|building|building|East Village|Manhattan
40.724529|-74.005974|6453|highway|road|Hudson Square|Manhattan
40.724529|-73.993721|6454|place|place|Little Italy|Manhattan
40.724533|-73.981636|6455|amenity|amenity|East Village|Manhattan
40.724541|-74.009132|6456|highway|road|Tribeca|Manhattan
40.724541|-73.998421|6457|building|building|SoHo|Manhattan
40.724541|-73.997101|6458|building|building|SoHo|Manhattan
40.724548|-73.995857|6459|tourism|tourism|Little Italy|Manhattan
40.724548|-73.993675|6460|highway|road|NoHo|Manhattan
40.724548|-73.992195|6461|building|building|East Village|Manhattan
40.724556|-74.004395|6462|railway|railway|SoHo|Manhattan
40.724556|-73.993523|6463|highway|road|NoHo|Manhattan
40.724556|-73.992577|6464|building|building|NoHo|Manhattan
40.724564|-74.007767|6465|place|place|Manhattan Community Board 2|Manhattan
40.724564|-73.995728|6466|amenity|amenity|Little Italy|Manhattan
40.724567|-73.987404|6467|building|building|East Village|Manhattan
40.724567|-73.981567|6468|amenity|amenity|East Village|Manhattan
40.724579|-73.991859|6469|building|building|East Village|Manhattan
40.724579|-73.978455|6470|building|building|East Village|Manhattan
40.724579|-73.948158|6471|place|place|Greenpoint|Brooklyn
40.724583|-73.994186|6472|highway|road|NoHo|Manhattan
40.724583|-73.981728|6473|place|place|East Village|Manhattan
40.724586|-73.99575|6474|amenity|amenity|Little Italy|Manhattan
40.724586|-73.99353|6475|highway|road|NoHo|Manhattan
40.724586|-73.987312|6476|building|building|East Village|Manhattan
40.72459|-73.994072|6477|place|place|Little Italy|Manhattan
40.72459|-73.990608|6478|building|building|East Village|Manhattan
40.724594|-73.998573|6479|shop|shop|SoHo|Manhattan
40.724594|-73.992378|6480|place|place|East Village|Manhattan
40.724598|-74.004425|6481|railway|railway|SoHo|Manhattan
40.724602|-73.997528|6482|railway|railway|SoHo|Manhattan
40.724602|-73.987404|6483|building|building|East Village|Manhattan
40.724606|-73.994263|6484|highway|road|NoHo|Manhattan
40.724606|-73.984604|6485|highway|highway|East Village|Manhattan
40.724606|-73.978485|6486|shop|shop|East Village|Manhattan
40.724613|-74.002113|6487|building|building|SoHo|Manhattan
40.724613|-73.990623|6488|building|building|East Village|Manhattan
40.724613|-73.990517|6489|building|building|East Village|Manhattan
40.724617|-73.98745|6490|building|building|East Village|Manhattan
40.724628|-73.994125|6491|highway|road|NoHo|Manhattan
40.724628|-73.992393|6492|place|place|East Village|Manhattan
40.724636|-74.004326|6493|railway|railway|SoHo|Manhattan
40.724636|-73.981537|6494|building|building|East Village|Manhattan
40.724644|-73.987518|6495|building|building|East Village|Manhattan
40.724644|-73.968719|6496|highway|road|East Village|Manhattan
40.724648|-74.002098|6497|building|building|SoHo|Manhattan
40.724648|-73.991905|6498|building|building|East Village|Manhattan
40.724648|-73.984367|6499|amenity|amenity|East Village|Manhattan
40.724651|-73.998482|6500|building|building|SoHo|Manhattan
40.724655|-73.998444|6501|building|building|SoHo|Manhattan
40.724655|-73.998367|6502|building|building|SoHo|Manhattan
40.724655|-73.984543|6503|place|place|East Village|Manhattan
40.724659|-73.994095|6504|highway|road|NoHo|Manhattan
40.724659|-73.98156|6505|building|building|East Village|Manhattan
40.724663|-73.98455|6506|place|place|East Village|Manhattan
40.72467|-73.993874|6507|highway|road|NoHo|Manhattan
40.72467|-73.990585|6508|building|building|East Village|Manhattan
40.724674|-73.981529|6509|building|building|East Village|Manhattan
40.724678|-73.994331|6510|place|place|Little Italy|Manhattan
40.724678|-73.993912|6511|highway|road|NoHo|Manhattan
40.724682|-74.001785|6512|place|place|SoHo|Manhattan
40.724682|-73.990608|6513|building|building|East Village|Manhattan
40.724682|-73.987411|6514|building|building|East Village|Manhattan
40.724686|-74.001785|6515|place|place|SoHo|Manhattan
40.724686|-73.987526|6516|place|place|East Village|Manhattan
40.724693|-73.994591|6517|building|building|Little Italy|Manhattan
40.724693|-73.993942|6518|highway|road|NoHo|Manhattan
40.724693|-73.849754|6519|highway|highway||Queens
40.724697|-73.998489|6520|amenity|amenity|SoHo|Manhattan
40.724701|-73.998566|6521|amenity|amenity|SoHo|Manhattan
40.724701|-73.994354|6522|place|place|Little Italy|Manhattan
40.724705|-74.002129|6523|shop|shop|SoHo|Manhattan
40.724709|-73.992065|6524|building|building|East Village|Manhattan
40.724709|-73.987465|6525|building|building|East Village|Manhattan
40.724709|-73.981491|6526|building|building|East Village|Manhattan
40.724712|-73.994324|6527|place|place|Little Italy|Manhattan
40.724716|-73.99382|6528|highway|road|NoHo|Manhattan
40.72472|-73.984039|6529|building|building|East Village|Manhattan
40.724724|-73.994034|6530|highway|road|NoHo|Manhattan
40.724724|-73.994003|6531|highway|road|NoHo|Manhattan
40.724724|-73.99231|6532|place|place|East Village|Manhattan
40.724731|-73.981369|6533|building|building|East Village|Manhattan
40.724735|-73.992371|6534|place|place|East Village|Manhattan
40.724735|-73.987457|6535|building|building|East Village|Manhattan
40.724735|-73.98455|6536|building|building|East Village|Manhattan
40.724739|-73.994576|6537|place|place|Little Italy|Manhattan
40.724743|-73.994026|6538|highway|road|NoHo|Manhattan
40.724743|-73.992386|6539|place|place|East Village|Manhattan
40.724751|-74.006042|6540|highway|road|Hudson Square|Manhattan
40.724751|-73.994026|6541|highway|road|NoHo|Manhattan
40.724751|-73.993996|6542|highway|road|NoHo|Manhattan
40.724751|-73.992371|6543|place|place|East Village|Manhattan
40.724754|-73.987434|6544|building|building|East Village|Manhattan
40.724754|-73.981506|6545|building|building|East Village|Manhattan
40.724758|-74.002487|6546|building|building|SoHo|Manhattan
40.724762|-74.004204|6547|railway|railway|Manhattan Community Board 2|Manhattan
40.724762|-73.999435|6548|building|building|SoHo|Manhattan
40.724762|-73.99411|6549|highway|road|NoHo|Manhattan
40.724762|-73.990517|6550|building|building|East Village|Manhattan
40.724762|-73.984497|6551|amenity|amenity|East Village|Manhattan
40.724766|-73.99884|6552|building|building|SoHo|Manhattan
40.724766|-73.994659|6553|place|place|Little Italy|Manhattan
40.724766|-73.994637|6554|place|place|Little Italy|Manhattan
40.724766|-73.994049|6555|highway|road|NoHo|Manhattan
40.724766|-73.978348|6556|building|building|East Village|Manhattan
40.724777|-73.994011|6557|highway|road|NoHo|Manhattan
40.724781|-73.992043|6558|building|building|East Village|Manhattan
40.724789|-73.995987|6559|place|place|SoHo|Manhattan
40.724789|-73.99218|6560|building|building|East Village|Manhattan
40.724789|-73.990395|6561|building|building|East Village|Manhattan
40.724789|-73.987312|6562|building|building|East Village|Manhattan
40.724792|-73.99691|6563|building|building|SoHo|Manhattan
40.724792|-73.981384|6564|building|building|East Village|Manhattan
40.724796|-73.999039|6565|building|building|SoHo|Manhattan
40.7248|-73.992043|6566|building|building|East Village|Manhattan
40.724804|-73.998596|6567|tourism|tourism|SoHo|Manhattan
40.724812|-74.005844|6568|place|place|Manhattan Community Board 2|Manhattan
40.724812|-73.992371|6569|place|place|East Village|Manhattan
40.724815|-73.99221|6570|building|building|East Village|Manhattan
40.724815|-73.992119|6571|building|building|East Village|Manhattan
40.724819|-73.994614|6572|place|place|Little Italy|Manhattan
40.724819|-73.992401|6573|building|building|NoHo|Manhattan
40.724823|-73.999611|6574|shop|shop|SoHo|Manhattan
40.724827|-73.995567|6575|highway|road|Little Italy|Manhattan
40.724827|-73.992325|6576|place|place|East Village|Manhattan
40.724827|-73.984451|6577|shop|shop|East Village|Manhattan
40.724827|-73.978355|6578|building|building|East Village|Manhattan
40.724834|-74.011093|6579|highway|road|Tribeca|Manhattan
40.724834|-73.995544|6580|highway|road|Little Italy|Manhattan
40.724838|-74.002686|6581|place|place|SoHo|Manhattan
40.724838|-73.984375|6582|place|place|East Village|Manhattan
40.724842|-73.99543|6583|building|building|Little Italy|Manhattan
40.724846|-73.987381|6584|building|building|East Village|Manhattan
40.724854|-73.998672|6585|tourism|tourism|SoHo|Manhattan
40.724854|-73.994965|6586|building|building|Little Italy|Manhattan
40.724854|-73.99427|6587|highway|road|NoHo|Manhattan
40.724861|-74.004082|6588|building|building|SoHo|Manhattan
40.724861|-73.99221|6589|building|building|East Village|Manhattan
40.724865|-74.004379|6590|railway|railway|Greenwich Village|Manhattan
40.724865|-73.998222|6591|building|building|SoHo|Manhattan
40.724869|-73.999191|6592|place|place|SoHo|Manhattan
40.724869|-73.999146|6593|place|place|SoHo|Manhattan
40.724869|-73.981201|6594|building|building|East Village|Manhattan
40.724876|-73.995651|6595|place|place|Little Italy|Manhattan
40.724876|-73.995636|6596|place|place|Little Italy|Manhattan
40.724876|-73.98819|6597|building|building|East Village|Manhattan
40.72488|-73.998466|6598|building|building|SoHo|Manhattan
40.72488|-73.99221|6599|building|building|East Village|Manhattan
40.72488|-73.984566|6600|amenity|amenity|East Village|Manhattan
40.724892|-74.00264|6601|building|building|SoHo|Manhattan
40.724892|0.0|6602|highway|road||
40.724903|-73.999237|6603|shop|shop|SoHo|Manhattan
40.724903|-73.999069|6604|building|building|SoHo|Manhattan
40.724907|-73.995422|6605|highway|road|Little Italy|Manhattan
40.724911|-74.004425|6606|railway|railway|Greenwich Village|Manhattan
40.724911|-74.002602|6607|amenity|amenity|SoHo|Manhattan
40.724911|-73.999199|6608|shop|shop|SoHo|Manhattan
40.724911|-73.999138|6609|place|place|SoHo|Manhattan
40.724915|-73.995041|6610|place|place|Little Italy|Manhattan
40.724915|-73.988174|6611|building|building|East Village|Manhattan
40.724918|-73.992241|6612|shop|shop|East Village|Manhattan
40.724918|-73.992165|6613|building|building|East Village|Manhattan
40.724922|-73.999191|6614|shop|shop|SoHo|Manhattan
40.724922|-73.994957|6615|place|place|Little Italy|Manhattan
40.724922|-73.98716|6616|building|building|East Village|Manhattan
40.724926|-73.998383|6617|building|building|SoHo|Manhattan
40.724926|-73.99527|6618|railway|railway|Little Italy|Manhattan
40.724926|-73.978233|6619|building|building|East Village|Manhattan
40.72493|-74.002655|6620|building|building|SoHo|Manhattan
40.724934|-73.992287|6621|shop|shop|East Village|Manhattan
40.724937|-74.004364|6622|railway|railway|Greenwich Village|Manhattan
40.724937|-73.994438|6623|highway|highway|NoHo|Manhattan
40.724941|-74.001686|6624|building|building|SoHo|Manhattan
40.724941|-73.994514|6625|highway|road|NoHo|Manhattan
40.724941|-73.990265|6626|place|place|East Village|Manhattan
40.724945|-74.004143|6627|railway|railway|Manhattan Community Board 2|Manhattan
40.724945|-73.999191|6628|shop|shop|SoHo|Manhattan
40.724945|-73.981842|6629|building|building|East Village|Manhattan
40.724949|-73.995667|6630|highway|road|SoHo|Manhattan
40.724949|-73.981415|6631|building|building|East Village|Manhattan
40.724953|-74.002678|6632|building|building|SoHo|Manhattan
40.724953|-73.992241|6633|shop|shop|East Village|Manhattan
40.724953|-73.98127|6634|building|building|East Village|Manhattan
40.724957|-73.984344|6635|building|building|East Village|Manhattan
40.724957|-73.981255|6636|building|building|East Village|Manhattan
40.72496|-73.995117|6637|railway|railway|SoHo|Manhattan
40.72496|-73.978249|6638|building|building|East Village|Manhattan
40.724964|-73.994598|6639|highway|road|NoHo|Manhattan
40.724964|-73.984253|6640|highway|highway|East Village|Manhattan
40.724968|-73.992271|6641|shop|shop|East Village|Manhattan
40.724968|-73.981293|6642|building|building|East Village|Manhattan
40.724972|-73.997154|6643|railway|railway|SoHo|Manhattan
40.724976|-74.00248|6644|amenity|amenity|SoHo|Manhattan
40.724976|-73.994423|6645|highway|highway|NoHo|Manhattan
40.724976|-73.987228|6646|building|building|East Village|Manhattan
40.724979|-74.004189|6647|railway|railway|Manhattan Community Board 2|Manhattan
40.724979|-73.99498|6648|railway|railway|Little Italy|Manhattan
40.724979|-73.990189|6649|building|building|East Village|Manhattan
40.724987|-73.992363|6650|building|building|NoHo|Manhattan
40.724987|-73.990211|6651|building|building|East Village|Manhattan
40.724987|-73.981293|6652|place|place|East Village|Manhattan
40.724987|-73.981102|6653|place|place|East Village|Manhattan
40.724995|-73.980957|6654|building|building|East Village|Manhattan
40.724998|-74.002563|6655|amenity|amenity|SoHo|Manhattan
40.724998|-73.998116|6656|place|place|SoHo|Manhattan
40.724998|-73.995667|6657|highway|road|SoHo|Manhattan
40.724998|-73.994804|6658|highway|road|NoHo|Manhattan
40.725002|-73.987236|6659|building|building|East Village|Manhattan
40.725006|-73.995415|6660|highway|road|Little Italy|Manhattan
40.725006|-73.992249|6661|shop|shop|East Village|Manhattan
40.725006|-73.987198|6662|building|building|East Village|Manhattan
40.725006|-73.981232|6663|highway|road|Alphabet City|Manhattan
40.725006|-73.98098|6664|building|building|East Village|Manhattan
40.725014|-73.990387|6665|place|place|East Village|Manhattan
40.725014|-73.990166|6666|building|building|East Village|Manhattan
40.725014|-73.984276|6667|highway|highway|East Village|Manhattan
40.725018|-73.992439|6668|building|building|NoHo|Manhattan
40.725018|-73.987152|6669|building|building|East Village|Manhattan
40.725025|-73.995865|6670|highway|road|SoHo|Manhattan
40.725025|-73.995453|6671|railway|railway|SoHo|Manhattan
40.725025|-73.994904|6672|highway|road|NoHo|Manhattan
40.725025|-73.984291|6673|building|building|East Village|Manhattan
40.725033|-73.98436|6674|building|building|East Village|Manhattan
40.725037|-73.99926|6675|shop|shop|SoHo|Manhattan
40.725037|-73.999237|6676|shop|shop|SoHo|Manhattan
40.725037|-73.9991|6677|shop|shop|SoHo|Manhattan
40.725037|-73.994759|6678|amenity|amenity|Little Italy|Manhattan
40.725037|-73.99221|6679|shop|shop|East Village|Manhattan
40.72504|-73.99234|6680|building|building|NoHo|Manhattan
40.725044|-73.994888|6681|highway|road|NoHo|Manhattan
40.725048|-74.011024|6682|highway|road|Tribeca|Manhattan
40.725052|-73.99617|6683|highway|highway|SoHo|Manhattan
40.725052|-73.992233|6684|shop|shop|East Village|Manhattan
40.725056|-73.995583|6685|railway|railway|SoHo|Manhattan
40.725056|-73.995522|6686|railway|railway|SoHo|Manhattan
40.725056|-73.98716|6687|building|building|East Village|Manhattan
40.72506|-73.984299|6688|building|building|East Village|Manhattan
40.725067|-74.002975|6689|building|building|SoHo|Manhattan
40.725067|-73.987068|6690|building|building|East Village|Manhattan
40.725067|-73.981377|6691|highway|road|Alphabet City|Manhattan
40.725071|-74.002914|6692|building|building|SoHo|Manhattan
40.725071|-73.981224|6693|building|building|East Village|Manhattan
40.725075|-74.004913|6694|tourism|tourism|Manhattan Community Board 2|Manhattan
40.725075|-73.984276|6695|building|building|East Village|Manhattan
40.725082|-73.994942|6696|railway|railway|Little Italy|Manhattan
40.725086|-74.003342|6697|place|place|SoHo|Manhattan
40.725086|-73.995819|6698|highway|road|NoHo|Manhattan
40.725086|-73.994995|6699|highway|road|NoHo|Manhattan
40.72509|-73.995689|6700|railway|railway|SoHo|Manhattan
40.725094|-74.002502|6701|place|place|SoHo|Manhattan
40.725101|-73.995659|6702|railway|railway|SoHo|Manhattan
40.725105|-73.995689|6703|railway|railway|SoHo|Manhattan
40.725105|-73.981308|6704|place|place|East Village|Manhattan
40.725105|-73.981148|6705|highway|road|Alphabet City|Manhattan
40.725113|-73.995705|6706|railway|railway|SoHo|Manhattan
40.725117|-73.999222|6707|place|place|SoHo|Manhattan
40.725117|-73.984474|6708|building|building|East Village|Manhattan
40.725121|-73.999458|6709|building|building|SoHo|Manhattan
40.725121|-73.995598|6710|railway|railway|SoHo|Manhattan
40.725128|-73.999535|6711|building|building|SoHo|Manhattan
40.725136|-73.987015|6712|tourism|tourism|East Village|Manhattan
40.72514|-73.990204|6713|building|building|East Village|Manhattan
40.725147|-73.981293|6714|place|place|East Village|Manhattan
40.725151|-73.999451|6715|building|building|SoHo|Manhattan
40.725155|-73.995087|6716|building|building|NoHo|Manhattan
40.725159|-73.992332|6717|place|place|NoHo|Manhattan
40.725159|-73.984131|6718|building|building|East Village|Manhattan
40.725163|-74.001328|6719|building|building|SoHo|Manhattan
40.725163|-73.981194|6720|highway|road|Alphabet City|Manhattan
40.725166|-73.984253|6721|building|building|East Village|Manhattan
40.72517|-74.00589|6722|highway|road|Hudson Square|Manhattan
40.72517|-73.995872|6723|railway|railway|SoHo|Manhattan
40.72517|-73.981178|6724|highway|road|Alphabet City|Manhattan
40.725174|-73.999161|6725|place|place|SoHo|Manhattan
40.725178|-74.004204|6726|railway|railway|SoHo|Manhattan
40.725182|-74.007561|6727|place|place|Manhattan Community Board 2|Manhattan
40.725182|-73.992233|6728|shop|shop|East Village|Manhattan
40.725182|-73.984238|6729|building|building|East Village|Manhattan
40.725182|-73.850212|6730|building|building||Queens
40.725189|-73.977982|6731|building|building|East Village|Manhattan
40.725193|-73.987076|6732|highway|highway|East Village|Manhattan
40.725193|-73.987068|6733|highway|highway|East Village|Manhattan
40.725197|-73.984161|6734|building|building|East Village|Manhattan
40.725197|-73.981216|6735|highway|road|Alphabet City|Manhattan
40.725201|-74.004082|6736|railway|railway|Manhattan Community Board 2|Manhattan
40.725201|-74.003532|6737|building|building|SoHo|Manhattan
40.725201|-73.992302|6738|place|place|NoHo|Manhattan
40.725204|-73.996658|6739|railway|railway|SoHo|Manhattan
40.725204|-73.984177|6740|building|building|East Village|Manhattan
40.725204|-73.951653|6741|railway|railway|Greenpoint|Brooklyn
40.725208|-73.986977|6742|tourism|tourism|East Village|Manhattan
40.725212|-74.00576|6743|place|place|Manhattan Community Board 2|Manhattan
40.725212|-74.003204|6744|place|place|SoHo|Manhattan
40.725212|-73.992508|6745|place|place|NoHo|Manhattan
40.725212|-73.99221|6746|highway|road|NoHo|Manhattan
40.725216|-73.999779|6747|building|building|SoHo|Manhattan
40.725224|-73.995354|6748|railway|railway|NoHo|Manhattan
40.725224|-73.986961|6749|tourism|tourism|East Village|Manhattan
40.725224|-73.9869|6750|tourism|tourism|East Village|Manhattan
40.725231|-73.995285|6751|highway|road|NoHo|Manhattan
40.725231|-73.987068|6752|amenity|amenity|East Village|Manhattan
40.725231|-73.984138|6753|building|building|East Village|Manhattan
40.725239|-73.981049|6754|building|building|East Village|Manhattan
40.725243|-73.984192|6755|building|building|East Village|Manhattan
40.725246|-74.00135|6756|building|building|SoHo|Manhattan
40.725246|-73.995178|6757|place|place|NoHo|Manhattan
40.725246|-73.984146|6758|building|building|East Village|Manhattan
40.725246|-73.978012|6759|building|building|East Village|Manhattan
40.72525|-73.984261|6760|building|building|East Village|Manhattan
40.725258|-74.001404|6761|place|place|SoHo|Manhattan
40.725262|-73.992554|6762|place|place|NoHo|Manhattan
40.725262|-73.987473|6763|building|building|East Village|Manhattan
40.725262|-73.986877|6764|highway|highway|East Village|Manhattan
40.725262|-73.984024|6765|building|building|East Village|Manhattan
40.725266|-73.995155|6766|place|place|NoHo|Manhattan
40.725266|-73.986923|6767|highway|highway|East Village|Manhattan
40.725273|-74.003548|6768|building|building|SoHo|Manhattan
40.725281|-73.999985|6769|place|place|SoHo|Manhattan
40.725281|-73.990189|6770|building|building|East Village|Manhattan
40.725288|-73.995621|6771|railway|railway|SoHo|Manhattan
40.725288|-73.995155|6772|place|place|NoHo|Manhattan
40.725288|-73.983994|6773|building|building|East Village|Manhattan
40.725292|-73.986923|6774|highway|highway|East Village|Manhattan
40.725296|-73.996811|6775|highway|road|SoHo|Manhattan
40.725296|-73.995575|6776|highway|highway|NoHo|Manhattan
40.725296|-73.990204|6777|building|building|East Village|Manhattan
40.725296|-73.986893|6778|highway|highway|East Village|Manhattan
40.725304|-73.995163|6779|place|place|NoHo|Manhattan
40.725307|-73.987381|6780|place|place|East Village|Manhattan
40.725307|-73.986938|6781|highway|highway|East Village|Manhattan
40.725311|-74.00563|6782|tourism|tourism|Manhattan Community Board 2|Manhattan
40.725311|-73.987076|6783|building|building|East Village|Manhattan
40.725311|-73.984085|6784|amenity|amenity|East Village|Manhattan
40.725315|-73.994995|6785|railway|railway|NoHo|Manhattan
40.725319|-74.00399|6786|railway|railway|Manhattan Community Board 2|Manhattan
40.725323|-73.98394|6787|building|building|East Village|Manhattan
40.725327|-73.992104|6788|building|building|East Village|Manhattan
40.72533|-73.996658|6789|railway|railway|SoHo|Manhattan
40.725338|-74.003571|6790|building|building|SoHo|Manhattan
40.725338|-73.995224|6791|railway|railway|NoHo|Manhattan
40.725338|-73.992409|6792|shop|shop|NoHo|Manhattan
40.725338|-73.850365|6793|building|building||Queens
40.725342|-73.995445|6794|railway|railway|NoHo|Manhattan
40.725342|-73.992111|6795|building|building|East Village|Manhattan
40.725346|-73.9963|6796|railway|railway|SoHo|Manhattan
40.725346|-73.986992|6797|highway|highway|East Village|Manhattan
40.725346|-73.984039|6798|building|building|East Village|Manhattan
40.725346|-73.978096|6799|leisure|leisure|East Village|Manhattan
40.725349|-73.984108|6800|amenity|amenity|East Village|Manhattan
40.725353|-73.991432|6801|building|building|East Village|Manhattan
40.725361|-73.996536|6802|railway|railway|SoHo|Manhattan
40.725361|-73.987007|6803|building|building|East Village|Manhattan
40.725361|-73.977928|6804|amenity|amenity|East Village|Manhattan
40.725368|-73.993034|6805|place|place|NoHo|Manhattan
40.725368|-73.979912|6806|building|building|East Village|Manhattan
40.725372|-73.992264|6807|building|building|NoHo|Manhattan
40.725372|-73.984062|6808|amenity|amenity|East Village|Manhattan
40.725372|-73.978317|6809|leisure|leisure|East Village|Manhattan
40.725376|-74.00547|6810|tourism|tourism|Manhattan Community Board 2|Manhattan
40.72538|-73.984047|6811|place|place|East Village|Manhattan
40.725384|-73.996437|6812|railway|railway|SoHo|Manhattan
40.725384|-73.984001|6813|building|building|East Village|Manhattan
40.725384|-73.97789|6814|building|building|East Village|Manhattan
40.725391|-73.98735|6815|place|place|East Village|Manhattan
40.725395|-73.990074|6816|highway|highway|East Village|Manhattan
40.725399|-74.007576|6817|building|building|Manhattan Community Board 2|Manhattan
40.725399|-74.004036|6818|place|place|SoHo|Manhattan
40.725399|-73.9841|6819|place|place|East Village|Manhattan
40.725403|-74.007607|6820|building|building|Manhattan Community Board 2|Manhattan
40.725403|-74.003983|6821|railway|railway|Manhattan Community Board 2|Manhattan
40.725403|-73.997818|6822|place|place|SoHo|Manhattan
40.725407|-73.992294|6823|building|building|NoHo|Manhattan
40.725418|-73.984016|6824|place|place|East Village|Manhattan
40.725422|-74.000046|6825|place|place|SoHo|Manhattan
40.725422|-73.997131|6826|amenity|amenity|SoHo|Manhattan
40.725426|-74.000191|6827|place|place|SoHo|Manhattan
40.725426|-73.997101|6828|place|place|SoHo|Manhattan
40.725426|-73.984009|6829|place|place|East Village|Manhattan
40.72543|-73.996864|6830|railway|railway|SoHo|Manhattan
40.725433|-74.0037|6831|building|building|SoHo|Manhattan
40.725433|-73.986855|6832|highway|highway|East Village|Manhattan
40.725437|-73.989944|6833|place|place|East Village|Manhattan
40.725437|-73.977837|6834|building|building|East Village|Manhattan
40.725441|-74.003662|6835|building|building|SoHo|Manhattan
40.725441|-74.000267|6836|place|place|SoHo|Manhattan
