pickup_latitude|pickup_longitude|PickUpKey|properties.category|properties.addresstype|properties.address.neighbourhood|properties.address.suburb
0.0|0.0|1|man_made|man_made||
40.581001|-73.964058|2|building|building|Brighton Beach|Brooklyn
40.584637|-73.96666|3|highway|road|Gravesend|Brooklyn
40.591042|-73.965469|4|place|place|Gravesend|Brooklyn
40.59893|-73.954796|5|building|building|Gravesend|Brooklyn
40.610916|-73.962578|6|building|building||Brooklyn
40.628521|-74.028877|7|place|place|Bay Ridge|Brooklyn
40.629993|-73.809799|8|boundary|suburb||Queens County
40.630596|-73.935867|9|building|building||Brooklyn
40.630829|-73.966484|10|building|building||Brooklyn
40.631073|-73.811562|11|boundary|suburb||Queens County
40.631966|-73.977379|12|building|building|Parkville|Brooklyn
40.632156|-73.966751|13|place|place||Brooklyn
40.632652|-73.966721|14|building|building||Brooklyn
40.63353|-73.96711|15|building|building||Brooklyn
40.63438|-73.967316|16|place|place||Brooklyn
40.635536|-74.019867|17|leisure|leisure|Bay Ridge|Brooklyn
40.636108|-73.976067|18|place|place|Windsor Terrace|Brooklyn
40.63678|-73.972771|19|highway|road|Parkville|Brooklyn
40.637089|-74.025421|20|place|place|Bay Ridge|Brooklyn
40.638012|-73.783684|21|aeroway|aeroway||Queens
40.638844|-73.968613|22|building|building||Brooklyn
40.638866|-73.785904|23|aeroway|aeroway||Queens
40.639114|-73.786469|24|aeroway|aeroway||Queens
40.639229|-73.786591|25|aeroway|aeroway||Queens
40.639332|-73.786186|26|aeroway|aeroway||Queens
40.639729|-74.019501|27|place|place|Sunset Park|Brooklyn
40.639954|-73.786789|28|aeroway|aeroway||Queens
40.64006|-73.786194|29|aeroway|aeroway||Queens
40.641064|-73.786629|30|aeroway|aeroway||Queens
40.64109|-73.788933|31|aeroway|aeroway||Queens
40.641113|-73.786774|32|aeroway|aeroway||Queens
40.641228|-73.786972|33|highway|road||Queens
40.641232|-73.788895|34|aeroway|aeroway||Queens
40.641281|-73.7883|35|aeroway|aeroway||Queens
40.641304|-73.786507|36|aeroway|aeroway||Queens
40.641346|-73.786392|37|aeroway|aeroway||Queens
40.641369|-73.784431|38|aeroway|aeroway||Queens
40.641403|-73.786118|39|highway|road||Queens
40.641415|-73.786217|40|aeroway|aeroway||Queens
40.641434|-73.787956|41|highway|road||Queens
40.641441|-73.7882|42|highway|highway||Queens
40.641457|-73.788246|43|aeroway|aeroway||Queens
40.64146|-73.788147|44|highway|highway||Queens
40.641468|-73.788231|45|aeroway|aeroway||Queens
40.641472|-73.788116|46|highway|highway||Queens
40.641487|-73.78804|47|highway|highway||Queens
40.641491|-73.788124|48|highway|highway||Queens
40.641499|-73.7882|49|highway|highway||Queens
40.641502|-73.78804|50|highway|highway||Queens
40.641502|-73.787964|51|highway|highway||Queens
40.641506|-73.788048|52|highway|highway||Queens
40.64151|-73.788017|53|highway|highway||Queens
40.641514|-73.788307|54|aeroway|aeroway||Queens
40.641514|-73.786522|55|highway|road||Queens
40.641518|-73.78688|56|highway|road||Queens
40.641521|-73.788124|57|highway|highway||Queens
40.641529|-73.788063|58|highway|highway||Queens
40.641529|-73.788025|59|highway|highway||Queens
40.641544|-73.788727|60|aeroway|aeroway||Queens
40.641544|-73.788017|61|highway|highway||Queens
40.641544|-73.788002|62|highway|highway||Queens
40.641548|-73.786369|63|aeroway|aeroway||Queens
40.641552|-73.786697|64|highway|road||Queens
40.64156|-73.788139|65|highway|highway||Queens
40.641563|-73.788025|66|highway|highway||Queens
40.641571|-73.787933|67|highway|highway||Queens
40.641586|-73.787331|68|highway|road||Queens
40.641605|-73.789093|69|aeroway|aeroway||Queens
40.641609|-73.788994|70|aeroway|aeroway||Queens
40.641617|-73.786133|71|highway|road||Queens
40.641624|-73.787987|72|highway|road||Queens
40.641632|-73.786903|73|highway|road||Queens
40.641632|-73.786026|74|highway|road||Queens
40.641647|-73.787529|75|highway|road||Queens
40.641663|-73.787987|76|highway|road||Queens
40.64167|-73.786911|77|railway|railway||Queens
40.64167|-73.786774|78|railway|railway||Queens
40.641689|-73.786301|79|highway|road||Queens
40.64175|-73.787941|80|highway|road||Queens
40.641758|-73.78817|81|highway|road||Queens
40.641758|-73.787552|82|railway|railway||Queens
40.641773|-73.786896|83|railway|railway||Queens
40.641792|-73.789108|84|aeroway|aeroway||Queens
40.641804|-73.788162|85|highway|road||Queens
40.641811|-73.789177|86|aeroway|aeroway||Queens
40.641811|-73.789139|87|aeroway|aeroway||Queens
40.641811|-73.788368|88|highway|road||Queens
40.641815|-73.787712|89|railway|railway||Queens
40.641842|-73.789261|90|highway|road||Queens
40.641853|-73.787102|91|railway|railway||Queens
40.641857|-73.783333|92|aeroway|aeroway||Queens
40.641861|-73.788437|93|highway|road||Queens
40.641903|-73.788483|94|highway|road||Queens
40.641937|-73.78595|95|highway|road||Queens
40.641949|-73.786217|96|highway|road||Queens
40.641968|-73.786049|97|highway|road||Queens
40.641972|-73.785973|98|highway|road||Queens
40.641975|-73.78862|99|highway|road||Queens
40.641983|-73.786041|100|highway|road||Queens
40.642021|-73.788658|101|highway|road||Queens
40.642056|-73.788727|102|highway|road||Queens
40.642056|-73.786072|103|highway|road||Queens
40.642086|-73.788963|104|highway|road||Queens
40.64209|-73.788345|105|highway|road||Queens
40.642105|-73.788933|106|highway|road||Queens
40.642162|-73.788445|107|highway|road||Queens
40.642258|-73.789146|108|aeroway|aeroway||Queens
40.642288|-73.78891|109|highway|road||Queens
40.642502|-73.789063|110|highway|road||Queens
40.643196|-73.789345|111|highway|road||Queens
40.643234|-73.787514|112|highway|road||Queens
40.643276|-73.789658|113|highway|road||Queens
40.64336|-73.789589|114|highway|road||Queens
40.643406|-73.789581|115|highway|road||Queens
40.643421|-73.78965|116|highway|road||Queens
40.643433|-73.789955|117|aeroway|aeroway||Queens
40.643436|-73.790024|118|aeroway|aeroway||Queens
40.64344|-73.789642|119|highway|road||Queens
40.643467|-73.790215|120|aeroway|aeroway||Queens
40.643497|-73.78965|121|highway|road||Queens
40.643501|-73.97403|122|highway|road|Kensington|Brooklyn
40.643517|-73.79026|123|aeroway|aeroway||Queens
40.643517|-73.789413|124|railway|railway||Queens
40.643539|-73.789146|125|amenity|amenity||Queens
40.643543|-73.790154|126|amenity|amenity||Queens
40.643551|-73.789444|127|railway|railway||Queens
40.643562|-73.789688|128|highway|road||Queens
40.643578|-73.789703|129|highway|road||Queens
40.643623|-73.78952|130|railway|railway||Queens
40.643646|-73.790421|131|aeroway|aeroway||Queens
40.643646|-73.789574|132|railway|railway||Queens
40.643658|-73.790108|133|aeroway|aeroway||Queens
40.643658|-73.786179|134|highway|road||Queens
40.643681|-73.789734|135|highway|road||Queens
40.643703|-73.790359|136|aeroway|aeroway||Queens
40.643734|-73.78981|137|highway|road||Queens
40.643742|-73.789604|138|railway|railway||Queens
40.643749|-73.790169|139|aeroway|aeroway||Queens
40.643757|-73.790047|140|highway|road||Queens
40.643772|-73.790047|141|highway|road||Queens
40.643806|-73.789925|142|highway|road||Queens
40.64381|-73.790016|143|highway|road||Queens
40.643841|-73.790298|144|aeroway|aeroway||Queens
40.643841|-73.790184|145|highway|road||Queens
40.643856|-73.789955|146|highway|road||Queens
40.643887|-73.78981|147|highway|road||Queens
40.643929|-73.790222|148|highway|road||Queens
40.643936|-73.78981|149|highway|road||Queens
40.643951|-73.783066|150|aeroway|aeroway||Queens
40.643955|-73.78994|151|highway|road||Queens
40.643997|-73.790054|152|highway|road||Queens
40.643997|-73.789848|153|highway|road||Queens
40.643997|-73.789749|154|highway|road||Queens
40.644001|-73.783501|155|aeroway|aeroway||Queens
40.644028|-73.782501|156|aeroway|aeroway||Queens
40.644032|-73.79052|157|amenity|amenity||Queens
40.644054|-73.790382|158|aeroway|aeroway||Queens
40.644058|-73.790016|159|highway|road||Queens
40.64407|-73.790359|160|highway|road||Queens
40.644089|-73.790092|161|highway|road||Queens
40.644108|-73.790161|162|highway|road||Queens
40.644234|-73.782127|163|aeroway|aeroway||Queens
40.64426|-73.803795|164|building|building||Queens
40.644268|-73.782227|165|aeroway|aeroway||Queens
40.644276|-73.790565|166|highway|road||Queens
40.644276|-73.786697|167|highway|road||Queens
40.644299|-73.787018|168|highway|road||Queens
40.644299|-73.786064|169|highway|road||Queens
40.644314|-73.786758|170|highway|road||Queens
40.644321|-73.782715|171|aeroway|aeroway||Queens
40.644325|-73.790176|172|highway|road||Queens
40.644341|-73.787018|173|highway|road||Queens
40.644344|-73.786964|174|highway|road||Queens
40.644356|-73.786667|175|highway|road||Queens
40.644394|-73.786667|176|highway|road||Queens
40.644405|-73.782021|177|aeroway|aeroway||Queens
40.644417|-73.786858|178|highway|road||Queens
40.644447|-73.782173|179|aeroway|aeroway||Queens
40.644451|-73.787003|180|highway|road||Queens
40.644459|-73.782097|181|aeroway|aeroway||Queens
40.644463|-73.786888|182|highway|road||Queens
40.644478|-73.781914|183|aeroway|aeroway||Queens
40.644482|-73.782249|184|aeroway|aeroway||Queens
40.644493|-73.790802|185|highway|road||Queens
40.644497|-73.782219|186|aeroway|aeroway||Queens
40.644497|-73.782135|187|aeroway|aeroway||Queens
40.644508|-73.782097|188|aeroway|aeroway||Queens
40.64452|-73.782211|189|aeroway|aeroway||Queens
40.644531|-73.795189|190|highway|road||Queens
40.644531|-73.782272|191|aeroway|aeroway||Queens
40.644531|-73.782166|192|aeroway|aeroway||Queens
40.644543|-73.78199|193|aeroway|aeroway||Queens
40.644554|-73.782036|194|aeroway|aeroway||Queens
40.644558|-73.782021|195|aeroway|aeroway||Queens
40.644573|-73.782127|196|aeroway|aeroway||Queens
40.644577|-73.782745|197|aeroway|aeroway||Queens
40.644577|-73.781914|198|aeroway|aeroway||Queens
40.644581|-73.794411|199|aeroway|aeroway||Queens
40.644592|-73.78688|200|highway|road||Queens
40.644596|-73.781982|201|aeroway|aeroway||Queens
40.644596|-73.78186|202|aeroway|aeroway||Queens
40.6446|-73.782494|203|aeroway|aeroway||Queens
40.644604|-73.782074|204|aeroway|aeroway||Queens
40.644608|-73.78212|205|aeroway|aeroway||Queens
40.644611|-73.78186|206|aeroway|aeroway||Queens
40.644615|-73.78212|207|aeroway|aeroway||Queens
40.644615|-73.781921|208|aeroway|aeroway||Queens
40.644619|-73.782127|209|aeroway|aeroway||Queens
40.644623|-73.781738|210|aeroway|aeroway||Queens
40.64463|-73.782181|211|aeroway|aeroway||Queens
40.64463|-73.782104|212|aeroway|aeroway||Queens
40.64463|-73.781883|213|aeroway|aeroway||Queens
40.644634|-73.782021|214|aeroway|aeroway||Queens
40.644638|-73.794456|215|highway|road||Queens
40.644642|-73.782188|216|aeroway|aeroway||Queens
40.644642|-73.782181|217|aeroway|aeroway||Queens
40.644646|-73.782181|218|aeroway|aeroway||Queens
40.644646|-73.782089|219|aeroway|aeroway||Queens
40.644646|-73.782059|220|aeroway|aeroway||Queens
40.644646|-73.78196|221|aeroway|aeroway||Queens
40.644646|-73.781921|222|aeroway|aeroway||Queens
40.644653|-73.782082|223|aeroway|aeroway||Queens
40.644653|-73.781998|224|aeroway|aeroway||Queens
40.644653|-73.781868|225|aeroway|aeroway||Queens
40.644657|-73.782104|226|aeroway|aeroway||Queens
40.644661|-73.796333|227|highway|road||Queens
40.644661|-73.782082|228|aeroway|aeroway||Queens
40.644661|-73.782066|229|aeroway|aeroway||Queens
40.644661|-73.782021|230|aeroway|aeroway||Queens
40.644661|-73.78199|231|aeroway|aeroway||Queens
40.644661|-73.781982|232|aeroway|aeroway||Queens
40.644661|-73.78196|233|aeroway|aeroway||Queens
40.644661|-73.781914|234|aeroway|aeroway||Queens
40.644661|-73.781784|235|aeroway|aeroway||Queens
40.644665|-73.781944|236|aeroway|aeroway||Queens
40.644669|-73.78212|237|aeroway|aeroway||Queens
40.644669|-73.781982|238|aeroway|aeroway||Queens
40.644669|-73.781799|239|aeroway|aeroway||Queens
40.644672|-73.782005|240|aeroway|aeroway||Queens
40.644672|-73.781982|241|aeroway|aeroway||Queens
40.644672|-73.781967|242|aeroway|aeroway||Queens
40.644672|-73.781952|243|aeroway|aeroway||Queens
40.644676|-73.782379|244|aeroway|aeroway||Queens
40.644676|-73.782295|245|aeroway|aeroway||Queens
40.644676|-73.782066|246|aeroway|aeroway||Queens
40.644676|-73.782028|247|aeroway|aeroway||Queens
40.644676|-73.782021|248|aeroway|aeroway||Queens
40.644676|-73.781837|249|aeroway|aeroway||Queens
40.644676|-73.781807|250|aeroway|aeroway||Queens
40.644684|-73.782303|251|aeroway|aeroway||Queens
40.644684|-73.782051|252|aeroway|aeroway||Queens
40.644684|-73.78199|253|aeroway|aeroway||Queens
40.644684|-73.781876|254|aeroway|aeroway||Queens
40.644688|-73.782166|255|aeroway|aeroway||Queens
40.644688|-73.781998|256|aeroway|aeroway||Queens
40.644688|-73.781883|257|aeroway|aeroway||Queens
40.644691|-73.782356|258|aeroway|aeroway||Queens
40.644691|-73.782059|259|aeroway|aeroway||Queens
40.644691|-73.781799|260|aeroway|aeroway||Queens
40.644695|-73.782639|261|aeroway|aeroway||Queens
40.644695|-73.782089|262|aeroway|aeroway||Queens
40.644695|-73.781807|263|aeroway|aeroway||Queens
40.644699|-73.782028|264|aeroway|aeroway||Queens
40.644699|-73.781868|265|aeroway|aeroway||Queens
40.644703|-73.782295|266|aeroway|aeroway||Queens
40.644707|-73.782059|267|aeroway|aeroway||Queens
40.644707|-73.782021|268|aeroway|aeroway||Queens
40.644707|-73.781876|269|aeroway|aeroway||Queens
40.644707|-73.781853|270|aeroway|aeroway||Queens
40.644711|-73.782135|271|aeroway|aeroway||Queens
40.644711|-73.782036|272|aeroway|aeroway||Queens
40.644711|-73.781952|273|aeroway|aeroway||Queens
40.644714|-73.782028|274|aeroway|aeroway||Queens
40.644718|-73.782715|275|aeroway|aeroway||Queens
40.644718|-73.781944|276|aeroway|aeroway||Queens
40.644718|-73.781898|277|aeroway|aeroway||Queens
40.644718|-73.781784|278|aeroway|aeroway||Queens
40.644726|-73.782104|279|aeroway|aeroway||Queens
40.644726|-73.782082|280|aeroway|aeroway||Queens
40.644726|-73.782021|281|aeroway|aeroway||Queens
40.64473|-73.782295|282|aeroway|aeroway||Queens
40.64473|-73.781845|283|aeroway|aeroway||Queens
40.644733|-73.781982|284|aeroway|aeroway||Queens
40.644733|-73.781921|285|aeroway|aeroway||Queens
40.644733|-73.781784|286|aeroway|aeroway||Queens
40.644737|-73.781868|287|aeroway|aeroway||Queens
40.644741|-73.782043|288|aeroway|aeroway||Queens
40.644741|-73.781898|289|aeroway|aeroway||Queens
40.644745|-73.781898|290|aeroway|aeroway||Queens
40.644749|-73.782104|291|aeroway|aeroway||Queens
40.644749|-73.781891|292|aeroway|aeroway||Queens
40.644749|-73.781845|293|aeroway|aeroway||Queens
40.644753|-73.782013|294|aeroway|aeroway||Queens
40.644753|-73.781898|295|aeroway|aeroway||Queens
40.644753|-73.781837|296|aeroway|aeroway||Queens
40.644753|-73.781738|297|aeroway|aeroway||Queens
40.644753|-73.781715|298|aeroway|aeroway||Queens
40.644756|-73.782143|299|aeroway|aeroway||Queens
40.644756|-73.781921|300|aeroway|aeroway||Queens
40.64476|-73.781891|301|aeroway|aeroway||Queens
40.64476|-73.781883|302|aeroway|aeroway||Queens
40.64476|-73.78183|303|aeroway|aeroway||Queens
40.64476|-73.781784|304|aeroway|aeroway||Queens
40.644764|-73.78199|305|aeroway|aeroway||Queens
40.644772|-73.781845|306|aeroway|aeroway||Queens
40.644775|-73.781776|307|aeroway|aeroway||Queens
40.644779|-73.781944|308|aeroway|aeroway||Queens
40.644787|-73.78186|309|aeroway|aeroway||Queens
40.644787|-73.781853|310|aeroway|aeroway||Queens
40.644791|-73.781906|311|aeroway|aeroway||Queens
40.644791|-73.777405|312|aeroway|aeroway||Queens
40.644794|-73.777573|313|aeroway|aeroway||Queens
40.644798|-73.781952|314|aeroway|aeroway||Queens
40.644798|-73.777237|315|aeroway|aeroway||Queens
40.644802|-73.782089|316|aeroway|aeroway||Queens
40.644802|-73.78199|317|aeroway|aeroway||Queens
40.644802|-73.781807|318|aeroway|aeroway||Queens
40.644806|-73.782188|319|aeroway|aeroway||Queens
40.644806|-73.782135|320|aeroway|aeroway||Queens
40.644806|-73.782082|321|aeroway|aeroway||Queens
40.644806|-73.781876|322|aeroway|aeroway||Queens
40.64481|-73.781441|323|aeroway|aeroway||Queens
40.644814|-73.786522|324|highway|road||Queens
40.644814|-73.782127|325|aeroway|aeroway||Queens
40.644814|-73.781898|326|aeroway|aeroway||Queens
40.644814|-73.781815|327|aeroway|aeroway||Queens
40.644814|-73.781799|328|aeroway|aeroway||Queens
40.644821|-73.781998|329|aeroway|aeroway||Queens
40.644825|-73.781845|330|aeroway|aeroway||Queens
40.644829|-73.782211|331|aeroway|aeroway||Queens
40.644829|-73.781982|332|aeroway|aeroway||Queens
40.644829|-73.781578|333|aeroway|aeroway||Queens
40.644833|-73.781898|334|aeroway|aeroway||Queens
40.644836|-73.781822|335|aeroway|aeroway||Queens
40.644836|-73.781769|336|aeroway|aeroway||Queens
40.64484|-73.781433|337|aeroway|aeroway||Queens
40.644844|-73.78196|338|aeroway|aeroway||Queens
40.644844|-73.781677|339|aeroway|aeroway||Queens
40.644848|-73.78157|340|aeroway|aeroway||Queens
40.644852|-73.782028|341|aeroway|aeroway||Queens
40.644852|-73.781593|342|aeroway|aeroway||Queens
40.644859|-73.781837|343|aeroway|aeroway||Queens
40.644875|-73.777603|344|aeroway|aeroway||Queens
40.644882|-73.78186|345|aeroway|aeroway||Queens
40.644886|-73.781944|346|aeroway|aeroway||Queens
40.64489|-73.781372|347|aeroway|aeroway||Queens
40.644894|-73.781776|348|aeroway|aeroway||Queens
40.644901|-73.791962|349|highway|road||Queens
40.644901|-73.782249|350|aeroway|aeroway||Queens
40.644901|-73.782242|351|aeroway|aeroway||Queens
40.644909|-73.781326|352|aeroway|aeroway||Queens
40.644917|-73.78125|353|aeroway|aeroway||Queens
40.644924|-73.781708|354|aeroway|aeroway||Queens
40.644928|-73.792328|355|highway|road||Queens
40.644928|-73.781372|356|aeroway|aeroway||Queens
40.644932|-73.79007|357|highway|road||Queens
40.644932|-73.781708|358|aeroway|aeroway||Queens
40.644947|-73.781876|359|aeroway|aeroway||Queens
40.644951|-73.781975|360|aeroway|aeroway||Queens
40.644958|-73.781227|361|aeroway|aeroway||Queens
40.644962|-73.78907|362|highway|road||Queens
40.644974|-73.787804|363|highway|road||Queens
40.644981|-73.789619|364|highway|road||Queens
40.644981|-73.781662|365|aeroway|aeroway||Queens
40.644981|-73.781174|366|aeroway|aeroway||Queens
40.644985|-73.790871|367|highway|road||Queens
40.644985|-73.781952|368|aeroway|aeroway||Queens
40.644993|-73.781181|369|aeroway|aeroway||Queens
40.644997|-73.781075|370|aeroway|aeroway||Queens
40.645012|-73.781212|371|aeroway|aeroway||Queens
40.645012|-73.776947|372|aeroway|aeroway||Queens
40.645016|-73.781204|373|aeroway|aeroway||Queens
40.645016|-73.777061|374|aeroway|aeroway||Queens
40.645023|-73.787392|375|highway|road||Queens
40.645023|-73.781433|376|aeroway|aeroway||Queens
40.645023|-73.780914|377|aeroway|aeroway||Queens
40.645031|-73.781059|378|aeroway|aeroway||Queens
40.645035|-73.776825|379|aeroway|aeroway||Queens
40.645039|-73.781158|380|aeroway|aeroway||Queens
40.645039|-73.776894|381|aeroway|aeroway||Queens
40.645042|-73.782013|382|aeroway|aeroway||Queens
40.645046|-73.776817|383|aeroway|aeroway||Queens
40.645054|-73.77684|384|aeroway|aeroway||Queens
40.645061|-73.781639|385|aeroway|aeroway||Queens
40.645065|-73.787399|386|highway|road||Queens
40.645069|-73.776779|387|aeroway|aeroway||Queens
40.645073|-73.780823|388|aeroway|aeroway||Queens
40.645073|-73.776833|389|aeroway|aeroway||Queens
40.645077|-73.776901|390|aeroway|aeroway||Queens
40.645077|-73.776871|391|aeroway|aeroway||Queens
40.645077|-73.77684|392|aeroway|aeroway||Queens
40.645081|-73.798698|393|highway|road||Queens
40.645081|-73.781113|394|aeroway|aeroway||Queens
40.645081|-73.77684|395|aeroway|aeroway||Queens
40.645081|-73.776512|396|aeroway|aeroway||Queens
40.645084|-73.776817|397|aeroway|aeroway||Queens
40.645088|-73.776894|398|aeroway|aeroway||Queens
40.645088|-73.776459|399|aeroway|aeroway||Queens
40.645092|-73.786736|400|highway|road||Queens
40.645096|-73.776878|401|aeroway|aeroway||Queens
40.645103|-73.780968|402|aeroway|aeroway||Queens
40.645103|-73.776772|403|aeroway|aeroway||Queens
40.645111|-74.074799|404|highway|road||Richmond County
40.645111|-73.776733|405|aeroway|aeroway||Queens
40.645111|-73.776642|406|aeroway|aeroway||Queens
40.645119|-73.781883|407|aeroway|aeroway||Queens
40.645126|-73.776848|408|aeroway|aeroway||Queens
40.645126|-73.776749|409|aeroway|aeroway||Queens
40.645126|-73.776726|410|aeroway|aeroway||Queens
40.645142|-73.776901|411|aeroway|aeroway||Queens
40.645145|-73.78109|412|aeroway|aeroway||Queens
40.645149|-73.77684|413|aeroway|aeroway||Queens
40.645153|-73.781044|414|aeroway|aeroway||Queens
40.645153|-73.776764|415|aeroway|aeroway||Queens
40.645157|-73.790611|416|highway|road||Queens
40.645161|-73.776779|417|aeroway|aeroway||Queens
40.645164|-73.78067|418|aeroway|aeroway||Queens
40.645172|-73.776649|419|aeroway|aeroway||Queens
40.645176|-73.790627|420|highway|road||Queens
40.645176|-73.786613|421|highway|road||Queens
40.645176|-73.776733|422|building|building||Queens
40.64518|-73.780853|423|aeroway|aeroway||Queens
40.645184|-73.790512|424|highway|road||Queens
40.645187|-73.776833|425|aeroway|aeroway||Queens
40.645191|-73.78878|426|highway|road||Queens
40.645191|-73.776749|427|building|building||Queens
40.645191|-73.776741|428|aeroway|aeroway||Queens
40.645195|-73.776764|429|building|building||Queens
40.645199|-73.776672|430|aeroway|aeroway||Queens
40.645203|-73.79068|431|highway|road||Queens
40.645206|-73.776848|432|aeroway|aeroway||Queens
40.64521|-73.776703|433|aeroway|aeroway||Queens
40.64521|-73.776665|434|aeroway|aeroway||Queens
40.645214|-73.77684|435|aeroway|aeroway||Queens
40.645214|-73.776695|436|aeroway|aeroway||Queens
40.645222|-73.776611|437|aeroway|aeroway||Queens
40.645226|-73.789696|438|highway|road||Queens
40.645226|-73.776787|439|aeroway|aeroway||Queens
40.645233|-73.776772|440|building|building||Queens
40.645245|-73.77681|441|building|building||Queens
40.645248|-73.790718|442|highway|road||Queens
40.645248|-73.790642|443|highway|road||Queens
40.645248|-73.77681|444|aeroway|aeroway||Queens
40.645248|-73.776665|445|aeroway|aeroway||Queens
40.645252|-73.788406|446|highway|road||Queens
40.645256|-73.790802|447|highway|road||Queens
40.645256|-73.790764|448|highway|road||Queens
40.645256|-73.776749|449|aeroway|aeroway||Queens
40.645256|-73.776695|450|aeroway|aeroway||Queens
40.645256|-73.776657|451|aeroway|aeroway||Queens
40.64526|-73.79071|452|highway|road||Queens
40.64526|-73.776726|453|aeroway|aeroway||Queens
40.645264|-73.789673|454|highway|road||Queens
40.645267|-73.790649|455|highway|road||Queens
40.645267|-73.776794|456|aeroway|aeroway||Queens
40.645275|-73.790848|457|highway|road||Queens
40.645275|-73.79068|458|highway|road||Queens
40.645283|-73.776672|459|aeroway|aeroway||Queens
40.645287|-73.776833|460|aeroway|aeroway||Queens
40.64529|-73.780449|461|aeroway|aeroway||Queens
40.64529|-73.776649|462|aeroway|aeroway||Queens
40.645298|-73.776711|463|aeroway|aeroway||Queens
40.645298|-73.776634|464|aeroway|aeroway||Queens
40.645298|-73.776604|465|aeroway|aeroway||Queens
40.645302|-73.79071|466|highway|road||Queens
40.645302|-73.776718|467|aeroway|aeroway||Queens
40.645302|-73.776688|468|aeroway|aeroway||Queens
40.645302|-73.77668|469|aeroway|aeroway||Queens
40.645302|-73.776665|470|aeroway|aeroway||Queens
40.645302|-73.776649|471|aeroway|aeroway||Queens
40.645306|-73.776772|472|aeroway|aeroway||Queens
40.645306|-73.776688|473|aeroway|aeroway||Queens
40.645309|-73.776634|474|aeroway|aeroway||Queens
40.645313|-73.776657|475|aeroway|aeroway||Queens
40.645317|-73.77684|476|aeroway|aeroway||Queens
40.645321|-73.77681|477|aeroway|aeroway||Queens
40.645321|-73.776695|478|aeroway|aeroway||Queens
40.645325|-73.780464|479|aeroway|aeroway||Queens
40.645329|-73.776711|480|aeroway|aeroway||Queens
40.645329|-73.77668|481|aeroway|aeroway||Queens
40.645329|-73.776672|482|aeroway|aeroway||Queens
40.645332|-73.776718|483|aeroway|aeroway||Queens
40.645336|-73.790901|484|highway|road||Queens
40.645336|-73.790565|485|highway|road||Queens
40.645336|-73.776741|486|aeroway|aeroway||Queens
40.645336|-73.776711|487|aeroway|aeroway||Queens
40.64534|-73.776657|488|aeroway|aeroway||Queens
40.645344|-73.776756|489|aeroway|aeroway||Queens
40.645344|-73.776726|490|aeroway|aeroway||Queens
40.645344|-73.776695|491|aeroway|aeroway||Queens
40.645344|-73.776657|492|aeroway|aeroway||Queens
40.645348|-73.790947|493|highway|road||Queens
40.645348|-73.776787|494|aeroway|aeroway||Queens
40.645351|-73.776779|495|aeroway|aeroway||Queens
40.645351|-73.776695|496|aeroway|aeroway||Queens
40.645351|-73.77668|497|aeroway|aeroway||Queens
40.645351|-73.776634|498|aeroway|aeroway||Queens
40.645355|-73.786171|499|highway|road||Queens
40.645355|-73.776703|500|aeroway|aeroway||Queens
40.645359|-73.776726|501|aeroway|aeroway||Queens
40.645359|-73.776657|502|aeroway|aeroway||Queens
40.645363|-73.780327|503|aeroway|aeroway||Queens
40.645363|-73.77684|504|aeroway|aeroway||Queens
40.645363|-73.776772|505|aeroway|aeroway||Queens
40.645367|-73.780388|506|aeroway|aeroway||Queens
40.645367|-73.776726|507|aeroway|aeroway||Queens
40.645367|-73.776695|508|aeroway|aeroway||Queens
40.645367|-73.77668|509|aeroway|aeroway||Queens
40.64537|-73.77668|510|aeroway|aeroway||Queens
40.645378|-73.776787|511|aeroway|aeroway||Queens
40.645378|-73.776711|512|aeroway|aeroway||Queens
40.645378|-73.77668|513|aeroway|aeroway||Queens
40.645382|-73.776711|514|aeroway|aeroway||Queens
40.645386|-73.776772|515|aeroway|aeroway||Queens
40.645386|-73.776749|516|aeroway|aeroway||Queens
40.645386|-73.776741|517|aeroway|aeroway||Queens
40.645386|-73.776718|518|aeroway|aeroway||Queens
40.645386|-73.77668|519|aeroway|aeroway||Queens
40.645393|-73.776733|520|aeroway|aeroway||Queens
40.645393|-73.776695|521|aeroway|aeroway||Queens
40.645397|-73.776733|522|aeroway|aeroway||Queens
40.645397|-73.776703|523|aeroway|aeroway||Queens
40.645401|-73.790894|524|highway|road||Queens
40.645405|-73.776741|525|aeroway|aeroway||Queens
40.645405|-73.776733|526|aeroway|aeroway||Queens
40.645405|-73.776703|527|aeroway|aeroway||Queens
40.645409|-73.776672|528|aeroway|aeroway||Queens
40.645412|-73.776863|529|aeroway|aeroway||Queens
40.645412|-73.776733|530|aeroway|aeroway||Queens
40.645416|-73.776695|531|aeroway|aeroway||Queens
40.645416|-73.77668|532|aeroway|aeroway||Queens
40.64542|-73.790924|533|highway|road||Queens
40.645424|-73.791054|534|highway|road||Queens
40.645424|-73.785835|535|highway|road||Queens
40.645424|-73.776665|536|aeroway|aeroway||Queens
40.645432|-73.776817|537|aeroway|aeroway||Queens
40.645432|-73.776688|538|aeroway|aeroway||Queens
40.645435|-73.776794|539|aeroway|aeroway||Queens
40.645439|-73.776772|540|aeroway|aeroway||Queens
40.645439|-73.776749|541|aeroway|aeroway||Queens
40.645447|-73.791016|542|highway|road||Queens
40.645451|-73.791|543|highway|road||Queens
40.645451|-73.776756|544|aeroway|aeroway||Queens
